Jugador,Temporada,Equipo,Pos,Edad,Partidos,Minutos,Goles,Asistencias,G+A,Penales,Amarillas,2a Amarillas,Rojas,Tiros,Tiros a puerta,Faltas hechas,Faltas recibidas,Intercepciones,Entradas ganadas,Goles recibidos,Tiros a puerta recibidos,Victorias,Empates,Derrotas,Partidos sin goles,Tiros a puerta parados (%),Penaltis parados (%)
Jorge Salinas,24/25,Racing Sant,DF,17.0,1.0,90.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,
Jorge Salinas,25/26,Racing Sant,DF,18.0,33.0,2607.0,0.0,7.0,7.0,,9.0,0.0,1.0,26.0,6.0,41.0,29.0,33.0,59.0,,,,,,,,
Jorge de Frutos,21/22,Levante,"MF,FW",24.0,25.0,1760.0,4.0,7.0,11.0,,4.0,0.0,0.0,46.0,20.0,39.0,22.0,13.0,15.0,,,,,,,,
Jorge de Frutos,22/23,Levante,"MF,FW",25.0,39.0,3027.0,3.0,5.0,8.0,,6.0,0.0,1.0,63.0,17.0,34.0,47.0,13.0,33.0,,,,,,,,
Jorge de Frutos,23/24,Rayo Vallecano,MF,26.0,36.0,1549.0,2.0,0.0,2.0,,1.0,0.0,0.0,29.0,11.0,15.0,25.0,7.0,8.0,,,,,,,,
Jorge de Frutos,24/25,Rayo Vallecano,"MF,FW",27.0,36.0,2495.0,6.0,3.0,9.0,,3.0,0.0,1.0,52.0,19.0,41.0,33.0,18.0,20.0,,,,,,,,
Jorge de Frutos,25/26,Rayo Vallecano,"FW,MF",28.0,36.0,2463.0,10.0,1.0,11.0,,3.0,0.0,0.0,62.0,28.0,34.0,39.0,11.0,16.0,,,,,,,,
José Gragera,21/22,Sporting Gijón,MF,20.0,37.0,2420.0,1.0,1.0,2.0,,6.0,0.0,0.0,15.0,3.0,44.0,33.0,53.0,32.0,,,,,,,,
José Gragera,22/23,Espanyol,"MF,DF",21.0,9.0,460.0,1.0,0.0,1.0,,2.0,0.0,0.0,4.0,1.0,14.0,6.0,7.0,10.0,,,,,,,,
José Gragera,23/24,Espanyol,MF,22.0,30.0,1807.0,1.0,0.0,1.0,,9.0,0.0,0.0,11.0,2.0,69.0,21.0,35.0,42.0,,,,,,,,
José Gragera,24/25,Espanyol,MF,23.0,10.0,569.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,18.0,8.0,5.0,15.0,,,,,,,,
José Gragera,25/26,Dep. La Coruña,MF,24.0,11.0,542.0,0.0,0.0,0.0,,1.0,0.0,0.0,5.0,1.0,18.0,11.0,10.0,9.0,,,,,,,,
José Luis García Vayá,21/22,Levante,MF,22.0,29.0,2012.0,0.0,0.0,0.0,,9.0,0.0,0.0,14.0,2.0,47.0,20.0,37.0,27.0,,,,,,,,
José Luis García Vayá,22/23,Levante,MF,23.0,39.0,3169.0,1.0,2.0,3.0,,11.0,1.0,1.0,39.0,12.0,54.0,38.0,41.0,54.0,,,,,,,,
José Luis García Vayá,23/24,Valencia,MF,24.0,37.0,3302.0,7.0,1.0,8.0,,4.0,0.0,0.0,35.0,12.0,51.0,40.0,45.0,55.0,,,,,,,,
José Luis García Vayá,24/25,Valencia,MF,25.0,34.0,1742.0,2.0,2.0,4.0,,8.0,0.0,1.0,14.0,6.0,26.0,19.0,20.0,25.0,,,,,,,,
José Luis García Vayá,25/26,Valencia,"MF,DF",26.0,31.0,2225.0,2.0,0.0,2.0,,4.0,0.0,0.0,24.0,3.0,30.0,14.0,19.0,33.0,,,,,,,,
José Luis Gayà,21/22,Valencia,DF,26.0,24.0,1871.0,2.0,4.0,6.0,,8.0,1.0,2.0,18.0,9.0,34.0,21.0,16.0,21.0,,,,,,,,
José Luis Gayà,22/23,Valencia,DF,27.0,31.0,2709.0,1.0,3.0,4.0,,4.0,0.0,0.0,23.0,9.0,13.0,27.0,23.0,51.0,,,,,,,,
José Luis Gayà,23/24,Valencia,DF,28.0,24.0,1791.0,1.0,2.0,3.0,,2.0,0.0,0.0,10.0,1.0,24.0,12.0,11.0,39.0,,,,,,,,
José Luis Gayà,24/25,Valencia,DF,29.0,23.0,1803.0,0.0,1.0,1.0,,7.0,0.0,0.0,12.0,4.0,28.0,14.0,24.0,38.0,,,,,,,,
José Luis Gayà,25/26,Valencia,DF,30.0,32.0,2448.0,1.0,2.0,3.0,,6.0,0.0,1.0,13.0,3.0,31.0,20.0,23.0,44.0,,,,,,,,
José María Giménez,21/22,Atlético Madrid,DF,26.0,24.0,2042.0,1.0,1.0,2.0,,7.0,0.0,0.0,20.0,7.0,11.0,21.0,24.0,12.0,,,,,,,,
José María Giménez,22/23,Atlético Madrid,DF,27.0,28.0,2423.0,2.0,1.0,3.0,,9.0,0.0,0.0,22.0,8.0,19.0,8.0,23.0,25.0,,,,,,,,
José María Giménez,23/24,Atlético Madrid,DF,28.0,22.0,1326.0,0.0,0.0,0.0,,5.0,0.0,0.0,7.0,1.0,17.0,2.0,10.0,9.0,,,,,,,,
José María Giménez,24/25,Atlético Madrid,DF,29.0,27.0,1999.0,0.0,1.0,1.0,,5.0,0.0,0.0,5.0,1.0,13.0,12.0,28.0,16.0,,,,,,,,
José María Giménez,25/26,Atlético Madrid,DF,30.0,16.0,1178.0,0.0,1.0,1.0,,3.0,0.0,0.0,13.0,3.0,20.0,10.0,15.0,12.0,,,,,,,,
José Salinas,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
José Salinas,22/23,Mirandés,"DF,MF",21.0,41.0,3681.0,2.0,3.0,5.0,,7.0,0.0,0.0,28.0,7.0,52.0,54.0,24.0,34.0,,,,,,,,
José Salinas,23/24,Elche,"DF,MF",22.0,21.0,986.0,0.0,0.0,0.0,,1.0,0.0,0.0,5.0,1.0,12.0,15.0,3.0,14.0,,,,,,,,
José Salinas,24/25,Elche,"DF,MF",23.0,39.0,3352.0,2.0,3.0,5.0,,10.0,0.0,0.0,39.0,12.0,56.0,47.0,26.0,28.0,,,,,,,,
José Salinas,25/26,Espanyol,DF,24.0,11.0,257.0,0.0,0.0,0.0,,2.0,0.0,0.0,1.0,0.0,8.0,4.0,3.0,2.0,,,,,,,,
José Ángel Jurado,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
José Ángel Jurado,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
José Ángel Jurado,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
José Ángel Jurado,24/25,,,,,,,,,,,,,,,,,,,,,,,,,,
José Ángel Jurado,25/26,,,,,,,,,,,,,,,,,,,,,,,,,,
Jozhua Vertrouwd,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Jozhua Vertrouwd,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Jozhua Vertrouwd,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Jozhua Vertrouwd,24/25,Castellón,DF,19.0,33.0,2633.0,1.0,2.0,3.0,,4.0,0.0,0.0,7.0,2.0,29.0,17.0,30.0,34.0,,,,,,,,
Jozhua Vertrouwd,25/26,Rayo Vallecano,DF,20.0,9.0,446.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,6.0,3.0,4.0,3.0,,,,,,,,
Juan Berrocal,21/22,Sporting Gijón,DF,22.0,28.0,1982.0,0.0,0.0,0.0,,8.0,0.0,0.0,4.0,0.0,28.0,2.0,19.0,12.0,,,,,,,,
Juan Berrocal,22/23,Eibar,DF,23.0,33.0,2725.0,1.0,0.0,1.0,,11.0,0.0,0.0,7.0,2.0,37.0,10.0,31.0,19.0,,,,,,,,
Juan Berrocal,23/24,Eibar,DF,24.0,34.0,2875.0,1.0,0.0,1.0,,10.0,2.0,4.0,9.0,3.0,34.0,13.0,39.0,15.0,,,,,,,,
Juan Berrocal,24/25,Getafe,DF,25.0,19.0,1063.0,0.0,0.0,0.0,,8.0,1.0,1.0,4.0,0.0,17.0,1.0,15.0,6.0,,,,,,,,
Juan Berrocal,25/26,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Carlos Arana,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Carlos Arana,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Carlos Arana,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Carlos Arana,24/25,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Carlos Arana,25/26,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Foyth,21/22,Villarreal,DF,23.0,25.0,1924.0,1.0,1.0,2.0,,6.0,1.0,1.0,6.0,2.0,39.0,22.0,22.0,50.0,,,,,,,,
Juan Foyth,22/23,Villarreal,DF,24.0,24.0,1958.0,1.0,0.0,1.0,,6.0,0.0,0.0,14.0,4.0,40.0,9.0,19.0,46.0,,,,,,,,
Juan Foyth,23/24,Villarreal,DF,25.0,12.0,1062.0,1.0,1.0,2.0,,1.0,0.0,0.0,6.0,2.0,18.0,7.0,12.0,16.0,,,,,,,,
Juan Foyth,24/25,Villarreal,DF,26.0,19.0,1517.0,1.0,0.0,1.0,,4.0,0.0,0.0,17.0,5.0,16.0,5.0,19.0,14.0,,,,,,,,
Juan Foyth,25/26,Villarreal,DF,27.0,13.0,934.0,0.0,0.0,0.0,,2.0,0.0,0.0,2.0,0.0,8.0,1.0,15.0,13.0,,,,,,,,
Juan Musso,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Musso,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Musso,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Musso,24/25,Atlético Madrid,GK,30.0,2.0,180.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,100.0,
Juan Musso,25/26,Atlético Madrid,GK,31.0,8.0,720.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,13.0,35.0,4.0,0.0,4.0,3.0,62.9,0.0
Juanlu Sánchez,21/22,Sevilla,"DF,MF",17.0,1.0,5.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,
Juanlu Sánchez,22/23,Mirandés,"MF,DF",18.0,37.0,2781.0,2.0,5.0,7.0,,4.0,0.0,0.0,24.0,8.0,31.0,32.0,30.0,56.0,,,,,,,,
Juanlu Sánchez,23/24,Sevilla,"DF,MF",19.0,26.0,1181.0,0.0,2.0,2.0,,2.0,0.0,0.0,11.0,2.0,11.0,23.0,10.0,36.0,,,,,,,,
Juanlu Sánchez,24/25,Sevilla,"MF,DF",20.0,32.0,1722.0,4.0,4.0,8.0,,6.0,1.0,1.0,13.0,6.0,18.0,12.0,16.0,34.0,,,,,,,,
Juanlu Sánchez,25/26,Sevilla,"MF,DF",21.0,32.0,1990.0,0.0,3.0,3.0,,6.0,1.0,1.0,14.0,1.0,23.0,42.0,11.0,42.0,,,,,,,,
Juanmi,21/22,Real Betis,MF,28.0,33.0,2131.0,16.0,4.0,20.0,,5.0,0.0,0.0,54.0,30.0,40.0,15.0,10.0,26.0,,,,,,,,
Juanmi,22/23,Real Betis,MF,29.0,22.0,925.0,4.0,0.0,4.0,,3.0,0.0,0.0,18.0,8.0,15.0,21.0,4.0,10.0,,,,,,,,
Juanmi,23/24,Cádiz,FW,30.0,16.0,873.0,3.0,1.0,4.0,,3.0,0.0,0.0,14.0,7.0,24.0,11.0,5.0,4.0,,,,,,,,
Juanmi,24/25,Real Betis,MF,31.0,11.0,244.0,0.0,0.0,0.0,,2.0,0.0,0.0,6.0,1.0,6.0,7.0,1.0,4.0,,,,,,,,
Juanmi,24/25,Getafe,FW,31.0,13.0,696.0,0.0,0.0,0.0,,2.0,0.0,0.0,13.0,7.0,19.0,10.0,3.0,11.0,,,,,,,,
Juanmi,25/26,Getafe,"FW,MF",32.0,8.0,179.0,1.0,0.0,1.0,,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,,,,,,,,
Juanpe Jiménez,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Juanpe Jiménez,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Juanpe Jiménez,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Juanpe Jiménez,24/25,,,,,,,,,,,,,,,,,,,,,,,,,,
Juanpe Jiménez,25/26,,,,,,,,,,,,,,,,,,,,,,,,,,
Jude Bellingham,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Jude Bellingham,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Jude Bellingham,23/24,Real Madrid,"MF,FW",20.0,28.0,2315.0,19.0,6.0,25.0,,5.0,0.0,1.0,63.0,35.0,32.0,72.0,20.0,35.0,,,,,,,,
Jude Bellingham,24/25,Real Madrid,MF,21.0,31.0,2488.0,9.0,8.0,17.0,,5.0,0.0,1.0,62.0,23.0,33.0,64.0,27.0,35.0,,,,,,,,
Jude Bellingham,25/26,Real Madrid,MF,22.0,28.0,1916.0,6.0,4.0,10.0,,3.0,0.0,0.0,51.0,26.0,33.0,55.0,14.0,37.0,,,,,,,,
Julen Agirrezabala,21/22,Athletic Club,GK,20.0,4.0,360.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20.0,1.0,2.0,1.0,1.0,75.0,
Julen Agirrezabala,22/23,Athletic Club,GK,21.0,8.0,675.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,1.0,3.0,3.0,2.0,68.4,
Julen Agirrezabala,23/24,Athletic Club,GK,22.0,4.0,238.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,1.0,0.0,1.0,1.0,66.7,
Julen Agirrezabala,24/25,Athletic Club,GK,23.0,14.0,1206.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,10.0,34.0,9.0,4.0,1.0,5.0,70.6,50.0
Julen Agirrezabala,25/26,Valencia,GK,24.0,18.0,1620.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,30.0,83.0,3.0,7.0,8.0,4.0,63.9,25.0
Julen Lobete,21/22,Real Sociedad,FW,20.0,13.0,284.0,2.0,0.0,2.0,,0.0,0.0,0.0,9.0,2.0,9.0,11.0,1.0,3.0,,,,,,,,
Julen Lobete,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Julen Lobete,23/24,FC Andorra,"FW,MF",22.0,41.0,2712.0,4.0,3.0,7.0,,2.0,0.0,0.0,59.0,15.0,38.0,73.0,8.0,20.0,,,,,,,,
Julen Lobete,24/25,Málaga,"FW,MF",23.0,36.0,2276.0,3.0,2.0,5.0,,3.0,0.0,0.0,51.0,18.0,29.0,91.0,10.0,14.0,,,,,,,,
Julen Lobete,25/26,Málaga,MF,24.0,29.0,926.0,2.0,3.0,5.0,,3.0,0.0,0.0,34.0,15.0,22.0,33.0,9.0,11.0,,,,,,,,
Jules Koundé,21/22,Sevilla,DF,22.0,32.0,2736.0,2.0,1.0,3.0,,2.0,0.0,2.0,13.0,3.0,15.0,28.0,21.0,17.0,,,,,,,,
Jules Koundé,22/23,Barcelona,DF,23.0,29.0,2426.0,1.0,3.0,4.0,,2.0,0.0,0.0,14.0,2.0,22.0,12.0,20.0,25.0,,,,,,,,
Jules Koundé,23/24,Barcelona,DF,24.0,35.0,2899.0,1.0,2.0,3.0,,4.0,0.0,0.0,24.0,7.0,23.0,16.0,28.0,24.0,,,,,,,,
Jules Koundé,24/25,Barcelona,DF,25.0,32.0,2605.0,2.0,3.0,5.0,,4.0,0.0,0.0,18.0,6.0,22.0,19.0,19.0,42.0,,,,,,,,
Jules Koundé,25/26,Barcelona,DF,26.0,30.0,2261.0,1.0,3.0,4.0,,6.0,0.0,0.0,14.0,4.0,24.0,24.0,31.0,24.0,,,,,,,,
Julián Álvarez,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Julián Álvarez,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Julián Álvarez,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Julián Álvarez,24/25,Atlético Madrid,FW,24.0,37.0,2509.0,17.0,4.0,21.0,,5.0,0.0,0.0,73.0,40.0,26.0,9.0,2.0,17.0,,,,,,,,
Julián Álvarez,25/26,Atlético Madrid,FW,25.0,29.0,1895.0,8.0,4.0,12.0,,2.0,0.0,0.0,54.0,26.0,14.0,18.0,3.0,13.0,,,,,,,,
Junior Firpo,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Junior Firpo,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Junior Firpo,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Junior Firpo,24/25,,,,,,,,,,,,,,,,,,,,,,,,,,
Junior Firpo,25/26,Real Betis,DF,28.0,12.0,827.0,0.0,1.0,1.0,,2.0,0.0,0.0,5.0,0.0,11.0,8.0,10.0,14.0,,,,,,,,
Justin Kluivert,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Kluivert,22/23,Valencia,"FW,MF",23.0,26.0,1447.0,6.0,0.0,6.0,,4.0,0.0,0.0,44.0,17.0,24.0,19.0,6.0,13.0,,,,,,,,
Justin Kluivert,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Kluivert,24/25,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Kluivert,25/26,,,,,,,,,,,,,,,,,,,,,,,,,,
Kareem Tunde,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Kareem Tunde,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Kareem Tunde,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Kareem Tunde,24/25,,,,,,,,,,,,,,,,,,,,,,,,,,
Kareem Tunde,25/26,Levante,MF,19.0,21.0,1133.0,0.0,1.0,1.0,,3.0,0.0,0.0,21.0,3.0,16.0,24.0,14.0,11.0,,,,,,,,
Karl Etta Eyong,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Karl Etta Eyong,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Karl Etta Eyong,23/24,Cádiz,FW,19.0,1.0,21.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,
Karl Etta Eyong,24/25,Villarreal,FW,20.0,4.0,37.0,1.0,0.0,1.0,,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,,,,,,,,
Karl Etta Eyong,25/26,Levante,FW,21.0,30.0,1416.0,6.0,2.0,8.0,,3.0,0.0,0.0,43.0,21.0,29.0,30.0,6.0,11.0,,,,,,,,
Karl Etta Eyong,25/26,Villarreal,FW,21.0,3.0,256.0,1.0,2.0,3.0,,0.0,0.0,0.0,7.0,3.0,3.0,4.0,0.0,2.0,,,,,,,,
Kazunari Kita,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazunari Kita,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazunari Kita,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazunari Kita,24/25,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazunari Kita,25/26,Real Sociedad B,DF,19.0,31.0,2384.0,0.0,0.0,0.0,,6.0,0.0,1.0,6.0,0.0,41.0,15.0,50.0,26.0,,,,,,,,
Kervin Arriaga,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Kervin Arriaga,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Kervin Arriaga,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Kervin Arriaga,24/25,Zaragoza,"MF,DF",26.0,17.0,1314.0,1.0,0.0,1.0,,8.0,0.0,0.0,13.0,4.0,27.0,29.0,7.0,24.0,,,,,,,,
Kervin Arriaga,25/26,Levante,MF,27.0,27.0,1532.0,3.0,3.0,6.0,,8.0,1.0,1.0,16.0,6.0,22.0,22.0,14.0,26.0,,,,,,,,
Kevin Sánchez,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Sánchez,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Sánchez,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Sánchez,24/25,Dep. La Coruña,FW,19.0,4.0,139.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,
Kevin Sánchez,25/26,,,,,,,,,,,,,,,,,,,,,,,,,,
Kike Barja,21/22,Osasuna,"MF,FW",24.0,21.0,865.0,2.0,0.0,2.0,,2.0,0.0,0.0,17.0,6.0,17.0,23.0,9.0,10.0,,,,,,,,
Kike Barja,22/23,Osasuna,"FW,MF",25.0,27.0,1312.0,1.0,6.0,7.0,,1.0,0.0,0.0,17.0,6.0,18.0,15.0,5.0,10.0,,,,,,,,
Kike Barja,23/24,Osasuna,"FW,MF",26.0,16.0,303.0,0.0,0.0,0.0,,3.0,0.0,0.0,4.0,2.0,8.0,4.0,3.0,2.0,,,,,,,,
Kike Barja,24/25,Osasuna,"FW,MF",27.0,15.0,315.0,0.0,1.0,1.0,,3.0,0.0,0.0,4.0,1.0,9.0,4.0,3.0,4.0,,,,,,,,
Kike Barja,25/26,Osasuna,MF,28.0,27.0,446.0,2.0,2.0,4.0,,3.0,0.0,0.0,8.0,4.0,11.0,11.0,3.0,2.0,,,,,,,,
Kike García,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Kike García,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Kike García,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Kike García,24/25,,,,,,,,,,,,,,,,,,,,,,,,,,
Kike García,25/26,,,,,,,,,,,,,,,,,,,,,,,,,,
Kike Salas,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Kike Salas,22/23,Sevilla,DF,20.0,6.0,368.0,1.0,1.0,2.0,,1.0,0.0,1.0,3.0,1.0,4.0,1.0,5.0,1.0,,,,,,,,
Kike Salas,23/24,Sevilla,DF,21.0,23.0,1605.0,3.0,0.0,3.0,,10.0,0.0,0.0,16.0,5.0,32.0,10.0,28.0,24.0,,,,,,,,
Kike Salas,24/25,Sevilla,DF,22.0,31.0,2238.0,3.0,2.0,5.0,,6.0,0.0,0.0,23.0,7.0,21.0,15.0,30.0,27.0,,,,,,,,
Kike Salas,25/26,Sevilla,DF,23.0,26.0,2203.0,2.0,0.0,2.0,,1.0,0.0,0.0,19.0,8.0,31.0,20.0,37.0,35.0,,,,,,,,
Kiko Femenía,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiko Femenía,22/23,Villarreal,DF,31.0,20.0,1133.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,6.0,8.0,21.0,11.0,,,,,,,,
Kiko Femenía,23/24,Villarreal,DF,32.0,23.0,1583.0,0.0,0.0,0.0,,8.0,1.0,1.0,1.0,0.0,24.0,3.0,31.0,26.0,,,,,,,,
Kiko Femenía,24/25,Villarreal,DF,33.0,28.0,2227.0,0.0,1.0,1.0,,7.0,0.0,0.0,3.0,0.0,21.0,13.0,40.0,32.0,,,,,,,,
Kiko Femenía,25/26,Getafe,"DF,MF",34.0,28.0,2008.0,1.0,1.0,2.0,,6.0,0.0,0.0,8.0,3.0,21.0,11.0,36.0,24.0,,,,,,,,
Koke,21/22,Atlético Madrid,MF,29.0,31.0,2508.0,1.0,2.0,3.0,,6.0,0.0,0.0,12.0,6.0,29.0,27.0,22.0,29.0,,,,,,,,
Koke,22/23,Atlético Madrid,MF,30.0,33.0,2545.0,0.0,3.0,3.0,,4.0,0.0,0.0,16.0,1.0,20.0,27.0,19.0,38.0,,,,,,,,
Koke,23/24,Atlético Madrid,MF,31.0,35.0,2493.0,0.0,4.0,4.0,,5.0,0.0,0.0,10.0,2.0,19.0,19.0,15.0,42.0,,,,,,,,
Koke,24/25,Atlético Madrid,MF,32.0,32.0,1926.0,1.0,1.0,2.0,,4.0,0.0,0.0,11.0,4.0,23.0,16.0,21.0,26.0,,,,,,,,
Koke,25/26,Atlético Madrid,MF,33.0,34.0,2219.0,2.0,2.0,4.0,,6.0,0.0,0.0,14.0,4.0,21.0,22.0,19.0,30.0,,,,,,,,
Kylian Mbappé,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Kylian Mbappé,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Kylian Mbappé,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Kylian Mbappé,24/25,Real Madrid,FW,25.0,34.0,2907.0,31.0,3.0,34.0,,3.0,0.0,1.0,161.0,85.0,25.0,40.0,1.0,5.0,,,,,,,,
Kylian Mbappé,25/26,Real Madrid,FW,26.0,31.0,2599.0,25.0,5.0,30.0,,4.0,0.0,0.0,146.0,63.0,13.0,36.0,3.0,1.0,,,,,,,,
Lamine Yamal,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamine Yamal,22/23,Barcelona,"FW,MF",15.0,1.0,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,
Lamine Yamal,23/24,Barcelona,"FW,MF",16.0,37.0,2201.0,5.0,5.0,10.0,,3.0,0.0,0.0,58.0,21.0,23.0,52.0,20.0,37.0,,,,,,,,
Lamine Yamal,24/25,Barcelona,"MF,FW",17.0,35.0,2856.0,9.0,13.0,22.0,,3.0,0.0,0.0,144.0,47.0,30.0,60.0,15.0,29.0,,,,,,,,
Lamine Yamal,25/26,Barcelona,"MF,FW",18.0,28.0,2262.0,16.0,11.0,27.0,,1.0,0.0,0.0,117.0,37.0,28.0,52.0,8.0,20.0,,,,,,,,
Leandro Cabrera,21/22,Espanyol,DF,30.0,37.0,3330.0,2.0,0.0,2.0,,7.0,0.0,0.0,18.0,6.0,32.0,22.0,47.0,25.0,,,,,,,,
Leandro Cabrera,22/23,Espanyol,DF,31.0,32.0,2669.0,0.0,1.0,1.0,,10.0,1.0,2.0,23.0,6.0,29.0,20.0,42.0,25.0,,,,,,,,
Leandro Cabrera,23/24,Espanyol,DF,32.0,37.0,3100.0,1.0,1.0,2.0,,6.0,0.0,0.0,15.0,3.0,37.0,11.0,32.0,30.0,,,,,,,,
Leandro Cabrera,24/25,Espanyol,DF,33.0,33.0,2869.0,4.0,2.0,6.0,,4.0,0.0,1.0,19.0,6.0,24.0,8.0,29.0,22.0,,,,,,,,
Leandro Cabrera,25/26,Espanyol,DF,34.0,37.0,3330.0,3.0,0.0,3.0,,4.0,0.0,0.0,40.0,12.0,38.0,9.0,23.0,23.0,,,,,,,,
Leo Román,21/22,Mallorca,GK,21.0,2.0,180.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,0.0,0.0,2.0,0.0,66.7,0.0
Leo Román,22/23,Mallorca,GK,22.0,1.0,90.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,100.0,
Leo Román,23/24,Oviedo,GK,23.0,42.0,3780.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,39.0,154.0,17.0,13.0,12.0,11.0,74.7,
Leo Román,24/25,Mallorca,GK,24.0,7.0,630.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,50.0,2.0,1.0,4.0,2.0,80.0,0.0
