Jugador,Temporada,Equipo,Pos,Edad,Partidos,Minutos,Goles,Asistencias,G+A,Penales,Amarillas,2a Amarillas,Rojas,Tiros,Tiros a puerta,Faltas hechas,Faltas recibidas,Intercepciones,Entradas ganadas,Goles recibidos,Tiros a puerta recibidos,Victorias,Empates,Derrotas,Partidos sin goles,Tiros a puerta parados (%),Penaltis parados (%)
Georges Mikautadze,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Georges Mikautadze,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Georges Mikautadze,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Georges Mikautadze,24/25,,,,,,,,,,,,,,,,,,,,,,,,,,
Georges Mikautadze,25/26,Villarreal,FW,24.0,32.0,2109.0,13.0,6.0,19.0,,1.0,0.0,0.0,65.0,32.0,13.0,45.0,5.0,4.0,,,,,,,,
Gerard Martín,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerard Martín,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerard Martín,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerard Martín,24/25,Barcelona,DF,22.0,28.0,1038.0,1.0,3.0,4.0,,2.0,0.0,0.0,7.0,2.0,14.0,9.0,15.0,10.0,,,,,,,,
Gerard Martín,25/26,Barcelona,DF,23.0,32.0,2119.0,0.0,0.0,0.0,,6.0,0.0,0.0,7.0,4.0,16.0,7.0,31.0,29.0,,,,,,,,
Gerard Moreno,21/22,Villarreal,FW,29.0,17.0,1191.0,9.0,3.0,12.0,,2.0,0.0,0.0,38.0,17.0,11.0,14.0,5.0,2.0,,,,,,,,
Gerard Moreno,22/23,Villarreal,FW,30.0,21.0,1230.0,7.0,3.0,10.0,,4.0,0.0,0.0,43.0,22.0,11.0,14.0,5.0,6.0,,,,,,,,
Gerard Moreno,23/24,Villarreal,FW,31.0,30.0,2215.0,10.0,6.0,16.0,,0.0,0.0,0.0,63.0,21.0,22.0,38.0,9.0,11.0,,,,,,,,
Gerard Moreno,24/25,Villarreal,FW,32.0,17.0,721.0,3.0,2.0,5.0,,0.0,0.0,0.0,26.0,12.0,10.0,11.0,2.0,4.0,,,,,,,,
Gerard Moreno,25/26,Villarreal,FW,33.0,22.0,1343.0,10.0,0.0,10.0,,0.0,0.0,0.0,39.0,16.0,14.0,16.0,3.0,8.0,,,,,,,,
Germán Parreño,21/22,Ibiza,GK,28.0,32.0,2880.0,0.0,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,45.0,129.0,7.0,14.0,11.0,8.0,65.1,
Germán Parreño,22/23,Ibiza,GK,29.0,5.0,441.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,24.0,1.0,2.0,2.0,2.0,70.8,
Germán Parreño,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Germán Parreño,24/25,Dep. La Coruña,GK,31.0,5.0,450.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,26.0,0.0,0.0,5.0,0.0,57.7,
Germán Parreño,25/26,Dep. La Coruña,GK,32.0,20.0,1800.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,23.0,85.0,9.0,5.0,6.0,6.0,72.9,
Germán Valera,21/22,Real Sociedad,"FW,MF",19.0,3.0,51.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,,,,,,,,
Germán Valera,22/23,FC Andorra,FW,20.0,38.0,2361.0,2.0,1.0,3.0,,3.0,0.0,0.0,44.0,16.0,33.0,64.0,16.0,26.0,,,,,,,,
Germán Valera,23/24,Zaragoza,MF,21.0,38.0,2210.0,1.0,1.0,2.0,,2.0,0.0,0.0,29.0,7.0,27.0,60.0,17.0,20.0,,,,,,,,
Germán Valera,24/25,Valencia,MF,22.0,8.0,148.0,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,2.0,2.0,4.0,3.0,1.0,,,,,,,,
Germán Valera,25/26,Elche,"MF,DF",23.0,36.0,2857.0,4.0,5.0,9.0,,5.0,0.0,1.0,28.0,8.0,40.0,70.0,23.0,40.0,,,,,,,,
Giacomo Quagliata,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Giacomo Quagliata,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Giacomo Quagliata,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Giacomo Quagliata,24/25,,,,,,,,,,,,,,,,,,,,,,,,,,
Giacomo Quagliata,25/26,Dep. La Coruña,"DF,MF",25.0,38.0,2864.0,2.0,1.0,3.0,,9.0,0.0,0.0,31.0,10.0,35.0,44.0,30.0,17.0,,,,,,,,
Giorgi Guliashvili,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Giorgi Guliashvili,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Giorgi Guliashvili,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Giorgi Guliashvili,24/25,,,,,,,,,,,,,,,,,,,,,,,,,,
Giorgi Guliashvili,25/26,Racing Sant,FW,23.0,17.0,1117.0,6.0,2.0,8.0,,2.0,0.0,0.0,31.0,19.0,13.0,12.0,0.0,5.0,,,,,,,,
Giovani Lo Celso,21/22,Villarreal,"FW,MF",25.0,16.0,994.0,1.0,1.0,2.0,,3.0,0.0,0.0,18.0,6.0,17.0,42.0,3.0,12.0,,,,,,,,
Giovani Lo Celso,22/23,Villarreal,"MF,FW",26.0,22.0,1126.0,2.0,3.0,5.0,,3.0,0.0,0.0,30.0,7.0,15.0,31.0,7.0,26.0,,,,,,,,
Giovani Lo Celso,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Giovani Lo Celso,24/25,Real Betis,MF,28.0,25.0,1457.0,8.0,3.0,11.0,,4.0,0.0,0.0,34.0,19.0,13.0,63.0,5.0,21.0,,,,,,,,
Giovani Lo Celso,25/26,Real Betis,MF,29.0,24.0,1393.0,2.0,3.0,5.0,,4.0,0.0,0.0,30.0,11.0,9.0,42.0,6.0,13.0,,,,,,,,
Giuliano Simeone,21/22,Atlético Madrid,"FW,MF",18.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,
Giuliano Simeone,22/23,Zaragoza,FW,19.0,36.0,2804.0,9.0,3.0,12.0,,6.0,1.0,1.0,83.0,30.0,36.0,64.0,13.0,12.0,,,,,,,,
Giuliano Simeone,23/24,Alavés,MF,20.0,14.0,630.0,1.0,2.0,3.0,,1.0,0.0,0.0,15.0,3.0,11.0,6.0,5.0,5.0,,,,,,,,
Giuliano Simeone,24/25,Atlético Madrid,MF,21.0,33.0,1926.0,2.0,6.0,8.0,,4.0,0.0,0.0,22.0,7.0,23.0,42.0,15.0,13.0,,,,,,,,
Giuliano Simeone,25/26,Atlético Madrid,"MF,FW",22.0,31.0,2099.0,4.0,6.0,10.0,,2.0,0.0,0.0,36.0,14.0,21.0,40.0,20.0,25.0,,,,,,,,
Gonzalo García,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Gonzalo García,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Gonzalo García,23/24,Real Madrid,FW,19.0,2.0,19.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,
Gonzalo García,24/25,Real Madrid,FW,20.0,3.0,56.0,0.0,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
Gonzalo García,25/26,Real Madrid,FW,21.0,30.0,964.0,6.0,1.0,7.0,,2.0,0.0,0.0,21.0,11.0,9.0,6.0,2.0,7.0,,,,,,,,
Gonzalo Petit,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Gonzalo Petit,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Gonzalo Petit,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Gonzalo Petit,24/25,,,,,,,,,,,,,,,,,,,,,,,,,,
Gonzalo Petit,25/26,Mirandés,"FW,MF",18.0,19.0,780.0,4.0,1.0,5.0,,0.0,0.0,1.0,17.0,5.0,11.0,13.0,2.0,7.0,,,,,,,,
Gonzalo Petit,25/26,Mirandés,"FW,MF",18.0,19.0,780.0,4.0,1.0,5.0,,0.0,0.0,1.0,17.0,5.0,11.0,13.0,2.0,7.0,,,,,,,,
Gonzalo Petit,25/26,Granada,FW,18.0,16.0,804.0,3.0,0.0,3.0,,1.0,0.0,0.0,16.0,6.0,8.0,10.0,0.0,5.0,,,,,,,,
Gonzalo Petit,25/26,Granada,FW,18.0,16.0,804.0,3.0,0.0,3.0,,1.0,0.0,0.0,16.0,6.0,8.0,10.0,0.0,5.0,,,,,,,,
Gonzalo Villar,21/22,Getafe,MF,23.0,10.0,298.0,0.0,1.0,1.0,,0.0,0.0,0.0,2.0,2.0,9.0,13.0,1.0,3.0,,,,,,,,
Gonzalo Villar,22/23,Getafe,MF,24.0,16.0,457.0,0.0,0.0,0.0,,5.0,0.0,0.0,3.0,1.0,20.0,12.0,6.0,5.0,,,,,,,,
Gonzalo Villar,23/24,Granada,MF,25.0,35.0,1803.0,1.0,3.0,4.0,,7.0,0.0,0.0,22.0,5.0,45.0,66.0,7.0,33.0,,,,,,,,
Gonzalo Villar,24/25,Granada,MF,26.0,37.0,2335.0,2.0,1.0,3.0,,9.0,0.0,1.0,30.0,7.0,53.0,71.0,5.0,42.0,,,,,,,,
Gonzalo Villar,25/26,Elche,MF,27.0,12.0,718.0,1.0,0.0,1.0,,3.0,0.0,0.0,4.0,1.0,11.0,25.0,2.0,9.0,,,,,,,,
Gonçalo Guedes,21/22,Valencia,"FW,MF",24.0,36.0,2606.0,11.0,6.0,17.0,,3.0,0.0,0.0,69.0,28.0,37.0,74.0,9.0,14.0,,,,,,,,
Gonçalo Guedes,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Gonçalo Guedes,23/24,Villarreal,"FW,MF",26.0,17.0,951.0,3.0,2.0,5.0,,0.0,0.0,0.0,25.0,8.0,5.0,16.0,2.0,5.0,,,,,,,,
Gonçalo Guedes,24/25,,,,,,,,,,,,,,,,,,,,,,,,,,
Gonçalo Guedes,25/26,Real Sociedad,MF,28.0,32.0,1823.0,8.0,4.0,12.0,,3.0,0.0,0.0,46.0,18.0,18.0,33.0,4.0,16.0,,,,,,,,
Gorka Guruzeta,21/22,Amorebieta,FW,24.0,37.0,2532.0,13.0,1.0,14.0,,4.0,0.0,0.0,103.0,36.0,53.0,35.0,8.0,17.0,,,,,,,,
Gorka Guruzeta,22/23,Athletic Club,FW,25.0,30.0,1421.0,6.0,1.0,7.0,,2.0,0.0,0.0,50.0,19.0,27.0,13.0,4.0,21.0,,,,,,,,
Gorka Guruzeta,23/24,Athletic Club,FW,26.0,32.0,2217.0,14.0,5.0,19.0,,2.0,0.0,0.0,65.0,31.0,44.0,23.0,15.0,22.0,,,,,,,,
Gorka Guruzeta,24/25,Athletic Club,FW,27.0,36.0,1840.0,7.0,2.0,9.0,,2.0,0.0,0.0,59.0,19.0,41.0,21.0,9.0,8.0,,,,,,,,
Gorka Guruzeta,25/26,Athletic Club,FW,28.0,35.0,2363.0,10.0,3.0,13.0,,6.0,1.0,1.0,84.0,32.0,49.0,30.0,11.0,6.0,,,,,,,,
Grady Diangana,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Grady Diangana,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Grady Diangana,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Grady Diangana,24/25,,,,,,,,,,,,,,,,,,,,,,,,,,
Grady Diangana,25/26,Elche,"MF,FW",27.0,20.0,926.0,1.0,0.0,1.0,,3.0,0.0,0.0,16.0,2.0,15.0,19.0,4.0,6.0,,,,,,,,
Guido Rodríguez,21/22,Real Betis,MF,27.0,32.0,2529.0,1.0,2.0,3.0,,9.0,1.0,1.0,21.0,8.0,48.0,50.0,29.0,52.0,,,,,,,,
Guido Rodríguez,22/23,Real Betis,MF,28.0,34.0,2872.0,1.0,0.0,1.0,,8.0,0.0,0.0,21.0,5.0,45.0,62.0,39.0,72.0,,,,,,,,
Guido Rodríguez,23/24,Real Betis,MF,29.0,24.0,1846.0,2.0,0.0,2.0,,6.0,0.0,0.0,18.0,7.0,23.0,35.0,29.0,30.0,,,,,,,,
Guido Rodríguez,24/25,,,,,,,,,,,,,,,,,,,,,,,,,,
Guido Rodríguez,25/26,Valencia,MF,31.0,16.0,1309.0,4.0,0.0,4.0,,4.0,0.0,0.0,15.0,5.0,21.0,28.0,10.0,27.0,,,,,,,,
Gustavo Puerta,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Gustavo Puerta,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Gustavo Puerta,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Gustavo Puerta,24/25,,,,,,,,,,,,,,,,,,,,,,,,,,
Gustavo Puerta,25/26,Racing Sant,MF,22.0,32.0,2664.0,3.0,1.0,4.0,,13.0,0.0,1.0,32.0,10.0,71.0,63.0,34.0,32.0,,,,,,,,
Haitam Abaida,21/22,Málaga,FW,19.0,4.0,90.0,0.0,1.0,1.0,,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,,,,,,,,
Haitam Abaida,22/23,Málaga,MF,20.0,4.0,103.0,1.0,0.0,1.0,,0.0,0.0,0.0,3.0,1.0,0.0,7.0,0.0,2.0,,,,,,,,
Haitam Abaida,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Haitam Abaida,24/25,Málaga,FW,22.0,2.0,22.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,
Haitam Abaida,25/26,Málaga,FW,23.0,9.0,112.0,1.0,0.0,1.0,,0.0,0.0,0.0,2.0,1.0,0.0,4.0,1.0,0.0,,,,,,,,
Hugo Duro,21/22,Getafe,FW,21.0,1.0,12.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,
Hugo Duro,21/22,Valencia,"MF,FW",21.0,30.0,1834.0,7.0,1.0,8.0,,3.0,1.0,1.0,31.0,15.0,29.0,44.0,4.0,21.0,,,,,,,,
Hugo Duro,22/23,Valencia,FW,22.0,30.0,1385.0,1.0,1.0,2.0,,5.0,0.0,0.0,33.0,10.0,20.0,35.0,1.0,11.0,,,,,,,,
Hugo Duro,23/24,Valencia,FW,23.0,37.0,2976.0,13.0,2.0,15.0,,4.0,0.0,0.0,66.0,29.0,41.0,95.0,6.0,8.0,,,,,,,,
Hugo Duro,24/25,Valencia,FW,24.0,31.0,2166.0,11.0,2.0,13.0,,5.0,0.0,0.0,48.0,18.0,38.0,50.0,9.0,9.0,,,,,,,,
Hugo Duro,25/26,Valencia,FW,25.0,36.0,1979.0,10.0,0.0,10.0,,4.0,0.0,0.0,36.0,14.0,22.0,38.0,3.0,9.0,,,,,,,,
Hugo López,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Hugo López,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Hugo López,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Hugo López,24/25,,,,,,,,,,,,,,,,,,,,,,,,,,
Hugo López,25/26,Villarreal,MF,18.0,2.0,56.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,,,,,,,,
Hugo Novoa,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Hugo Novoa,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Hugo Novoa,23/24,Villarreal B,MF,20.0,11.0,577.0,0.0,2.0,2.0,,0.0,0.0,0.0,8.0,1.0,5.0,6.0,1.0,7.0,,,,,,,,
Hugo Novoa,24/25,Alavés,"MF,DF",21.0,5.0,237.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0,,,,,,,,
Hugo Novoa,25/26,Mirandés,"DF,MF",22.0,30.0,1907.0,0.0,3.0,3.0,,5.0,0.0,0.0,9.0,5.0,33.0,19.0,11.0,35.0,,,,,,,,
Hugo Rincón,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Hugo Rincón,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Hugo Rincón,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Hugo Rincón,24/25,Mirandés,"DF,MF",21.0,39.0,3287.0,2.0,4.0,6.0,,8.0,0.0,0.0,24.0,8.0,61.0,76.0,26.0,52.0,,,,,,,,
Hugo Rincón,25/26,Girona,DF,22.0,33.0,1750.0,1.0,1.0,2.0,,4.0,0.0,0.0,7.0,2.0,32.0,53.0,5.0,33.0,,,,,,,,
Hugo Sotelo,21/22,Celta Vigo,MF,17.0,1.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
Hugo Sotelo,22/23,Celta Vigo,MF,18.0,1.0,17.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
Hugo Sotelo,23/24,Celta Vigo,MF,19.0,17.0,721.0,0.0,1.0,1.0,,1.0,0.0,0.0,8.0,1.0,16.0,3.0,2.0,17.0,,,,,,,,
Hugo Sotelo,24/25,Celta Vigo,MF,20.0,24.0,1254.0,0.0,0.0,0.0,,5.0,0.0,0.0,4.0,0.0,19.0,9.0,5.0,16.0,,,,,,,,
Hugo Sotelo,25/26,Celta Vigo,MF,21.0,20.0,1338.0,0.0,2.0,2.0,,3.0,0.0,0.0,2.0,1.0,27.0,13.0,13.0,16.0,,,,,,,,
Hugo Álvarez,21/22,Celta Vigo,"DF,MF",18.0,1.0,11.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
Hugo Álvarez,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Hugo Álvarez,23/24,Celta Vigo,"MF,FW",20.0,12.0,762.0,1.0,1.0,2.0,,1.0,0.0,0.0,12.0,4.0,9.0,9.0,5.0,9.0,,,,,,,,
Hugo Álvarez,24/25,Celta Vigo,MF,21.0,26.0,1572.0,4.0,3.0,7.0,,6.0,0.0,0.0,25.0,9.0,25.0,16.0,9.0,10.0,,,,,,,,
Hugo Álvarez,25/26,Celta Vigo,"FW,MF",22.0,28.0,1340.0,4.0,2.0,6.0,,2.0,0.0,0.0,14.0,8.0,16.0,17.0,10.0,9.0,,,,,,,,
Héctor Bellerín,21/22,Real Betis,DF,26.0,23.0,1979.0,0.0,2.0,2.0,,2.0,0.0,1.0,10.0,2.0,23.0,14.0,23.0,33.0,,,,,,,,
Héctor Bellerín,22/23,Barcelona,DF,27.0,3.0,143.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,,,,,,,,
Héctor Bellerín,23/24,Real Betis,DF,28.0,23.0,1711.0,0.0,1.0,1.0,,0.0,0.0,1.0,2.0,0.0,21.0,10.0,21.0,22.0,,,,,,,,
Héctor Bellerín,24/25,Real Betis,DF,29.0,9.0,580.0,0.0,2.0,2.0,,1.0,0.0,0.0,1.0,1.0,6.0,0.0,6.0,7.0,,,,,,,,
Héctor Bellerín,25/26,Real Betis,DF,30.0,27.0,1822.0,2.0,3.0,5.0,,2.0,0.0,0.0,7.0,5.0,15.0,4.0,14.0,16.0,,,,,,,,
Héctor Fort,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Héctor Fort,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Héctor Fort,23/24,Barcelona,DF,16.0,7.0,318.0,0.0,2.0,2.0,,0.0,0.0,0.0,1.0,0.0,8.0,1.0,2.0,6.0,,,,,,,,
Héctor Fort,24/25,Barcelona,DF,17.0,17.0,585.0,0.0,0.0,0.0,,2.0,0.0,0.0,6.0,1.0,8.0,1.0,9.0,8.0,,,,,,,,
Héctor Fort,25/26,Elche,"DF,MF",18.0,14.0,482.0,2.0,2.0,4.0,,0.0,0.0,0.0,12.0,5.0,5.0,1.0,5.0,3.0,,,,,,,,
Iago Aspas,21/22,Celta Vigo,FW,33.0,37.0,3087.0,18.0,5.0,23.0,,9.0,0.0,0.0,90.0,41.0,22.0,50.0,9.0,7.0,,,,,,,,
Iago Aspas,22/23,Celta Vigo,FW,34.0,37.0,2868.0,12.0,3.0,15.0,,6.0,0.0,0.0,78.0,33.0,16.0,59.0,7.0,5.0,,,,,,,,
Iago Aspas,23/24,Celta Vigo,FW,35.0,35.0,2707.0,9.0,10.0,19.0,,6.0,0.0,1.0,78.0,28.0,19.0,59.0,8.0,6.0,,,,,,,,
Iago Aspas,24/25,Celta Vigo,"FW,MF",36.0,30.0,1745.0,10.0,5.0,15.0,,6.0,1.0,1.0,52.0,24.0,16.0,34.0,8.0,7.0,,,,,,,,
Iago Aspas,25/26,Celta Vigo,"FW,MF",37.0,32.0,1140.0,5.0,3.0,8.0,,4.0,0.0,0.0,28.0,12.0,5.0,17.0,12.0,11.0,,,,,,,,
Ibrahima Konaté,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Ibrahima Konaté,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Ibrahima Konaté,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Ibrahima Konaté,24/25,,,,,,,,,,,,,,,,,,,,,,,,,,
Ibrahima Konaté,25/26,,,,,,,,,,,,,,,,,,,,,,,,,,
Iglesias,21/22,Getafe,"DF,MF",23.0,20.0,719.0,0.0,1.0,1.0,,1.0,0.0,0.0,5.0,0.0,16.0,17.0,9.0,11.0,,,,,,,,
Iglesias,22/23,Getafe,DF,24.0,32.0,2146.0,1.0,0.0,1.0,,7.0,0.0,0.0,21.0,8.0,44.0,21.0,24.0,36.0,,,,,,,,
Iglesias,23/24,Getafe,"DF,MF",25.0,23.0,1412.0,0.0,2.0,2.0,,4.0,0.0,0.0,15.0,6.0,17.0,10.0,16.0,21.0,,,,,,,,
Iglesias,24/25,Getafe,"DF,MF",26.0,37.0,2888.0,0.0,1.0,1.0,,4.0,0.0,0.0,21.0,3.0,45.0,41.0,46.0,49.0,,,,,,,,
Iglesias,25/26,Getafe,DF,27.0,37.0,3185.0,1.0,2.0,3.0,,4.0,0.0,0.0,26.0,5.0,63.0,70.0,28.0,72.0,,,,,,,,
Igor Zubeldia,21/22,Real Sociedad,DF,24.0,26.0,1648.0,0.0,1.0,1.0,,7.0,0.0,0.0,9.0,2.0,25.0,4.0,27.0,11.0,,,,,,,,
Igor Zubeldia,22/23,Real Sociedad,DF,25.0,31.0,2542.0,1.0,1.0,2.0,,11.0,0.0,0.0,6.0,1.0,44.0,10.0,20.0,18.0,,,,,,,,
Igor Zubeldia,23/24,Real Sociedad,DF,26.0,30.0,2518.0,0.0,2.0,2.0,,11.0,0.0,1.0,12.0,0.0,42.0,9.0,28.0,24.0,,,,,,,,
Igor Zubeldia,24/25,Real Sociedad,DF,27.0,28.0,2269.0,0.0,0.0,0.0,,6.0,0.0,1.0,12.0,4.0,38.0,11.0,34.0,22.0,,,,,,,,
Igor Zubeldia,25/26,Real Sociedad,DF,28.0,25.0,2082.0,0.0,1.0,1.0,,9.0,0.0,0.0,6.0,1.0,38.0,5.0,23.0,21.0,,,,,,,,
Iker Benito,21/22,Osasuna,MF,18.0,4.0,118.0,0.0,0.0,0.0,,1.0,0.0,0.0,3.0,1.0,1.0,3.0,0.0,1.0,,,,,,,,
Iker Benito,22/23,Osasuna,MF,19.0,4.0,176.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,,,,,,,,
Iker Benito,23/24,FC Andorra,"FW,MF",20.0,38.0,2307.0,2.0,0.0,2.0,,3.0,0.0,0.0,34.0,9.0,28.0,35.0,16.0,18.0,,,,,,,,
Iker Benito,24/25,Osasuna,"FW,MF",21.0,2.0,37.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,
Iker Benito,25/26,Osasuna,MF,22.0,6.0,159.0,1.0,0.0,1.0,,1.0,0.0,0.0,2.0,1.0,3.0,3.0,2.0,0.0,,,,,,,,
Iker Córdoba,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Iker Córdoba,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Iker Córdoba,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Iker Córdoba,24/25,Valencia,DF,18.0,2.0,15.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
Iker Córdoba,25/26,Mirandés,DF,19.0,23.0,1402.0,0.0,0.0,0.0,,8.0,1.0,2.0,5.0,1.0,27.0,7.0,11.0,17.0,,,,,,,,
Iker Losada,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Iker Losada,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Iker Losada,23/24,Racing Ferrol,"MF,FW",21.0,42.0,3364.0,9.0,7.0,16.0,,0.0,0.0,0.0,82.0,24.0,11.0,43.0,16.0,10.0,,,,,,,,
Iker Losada,24/25,Celta Vigo,"MF,FW",22.0,12.0,358.0,1.0,0.0,1.0,,2.0,0.0,0.0,3.0,2.0,3.0,0.0,1.0,4.0,,,,,,,,
Iker Losada,24/25,Real Betis,MF,22.0,10.0,336.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,1.0,1.0,2.0,3.0,7.0,,,,,,,,
Iker Losada,25/26,Levante,MF,23.0,23.0,902.0,3.0,1.0,4.0,,1.0,0.0,0.0,14.0,4.0,6.0,7.0,10.0,12.0,,,,,,,,
Iker Muñoz,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Iker Muñoz,22/23,Osasuna,MF,19.0,8.0,254.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,5.0,4.0,3.0,0.0,,,,,,,,
Iker Muñoz,23/24,Osasuna,MF,20.0,28.0,1854.0,4.0,0.0,4.0,,5.0,0.0,0.0,23.0,6.0,37.0,55.0,11.0,17.0,,,,,,,,
Iker Muñoz,24/25,Osasuna,MF,21.0,23.0,610.0,0.0,1.0,1.0,,2.0,0.0,0.0,11.0,0.0,12.0,14.0,5.0,2.0,,,,,,,,
Iker Muñoz,25/26,Osasuna,MF,22.0,19.0,952.0,0.0,0.0,0.0,,5.0,0.0,0.0,9.0,4.0,18.0,21.0,12.0,7.0,,,,,,,,
Ilaix Moriba,21/22,Valencia,MF,18.0,14.0,818.0,0.0,0.0,0.0,,9.0,1.0,1.0,14.0,5.0,21.0,25.0,13.0,17.0,,,,,,,,
Ilaix Moriba,22/23,Valencia,MF,19.0,24.0,1011.0,0.0,2.0,2.0,,6.0,1.0,2.0,21.0,5.0,32.0,33.0,4.0,18.0,,,,,,,,
Ilaix Moriba,23/24,Getafe,MF,20.0,14.0,605.0,0.0,2.0,2.0,,5.0,1.0,1.0,4.0,1.0,19.0,23.0,5.0,12.0,,,,,,,,
Ilaix Moriba,24/25,Celta Vigo,MF,21.0,33.0,2132.0,1.0,1.0,2.0,,9.0,1.0,1.0,34.0,12.0,32.0,58.0,12.0,39.0,,,,,,,,
Ilaix Moriba,25/26,Celta Vigo,MF,22.0,36.0,2495.0,2.0,3.0,5.0,,8.0,0.0,0.0,18.0,5.0,40.0,58.0,24.0,42.0,,,,,,,,
Ilias Akhomach,21/22,Barcelona,FW,17.0,2.0,124.0,0.0,0.0,0.0,,0.0,0.0,0.0,4.0,2.0,3.0,4.0,0.0,1.0,,,,,,,,
