Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches,MP,Starts,Min,Ast,G+A,G-PK,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,SaveP%,Temporada
96,William Carvalho,pt POR,MF,Real Betis,31,1992,7.6,1,8,3,37.5,1.06,0.40,0.13,0.33,0,0,Matches,22,4,680,3,4,1,2,0,0.13,0.40,0.53,0.13,0.53,0,13,5,0,4,8,12,,,0,,,,,,,,,,,,,,,23/24
97,Marc Casado,es ESP,MF,Barcelona,19,2003,0.2,0,0,0,,0.00,0.00,,,0,0,Matches,2,0,15,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,2,0,0,1,1,,,0,,,,,,,,,,,,,,,23/24
98,Catena,es ESP,DF,Osasuna,28,1994,28.2,1,18,5,27.8,0.64,0.18,0.06,0.20,0,0,Matches,30,28,2534,3,4,1,8,1,0.04,0.11,0.14,0.04,0.14,0,47,14,1,0,16,20,,,0,,,,,,,,,,,,,,,23/24
99,Dani Ceballos,es ESP,MF,Real Madrid,26,1996,6.6,0,7,1,14.3,1.05,0.15,0.00,0.00,0,0,Matches,20,5,598,2,2,0,2,0,0.00,0.30,0.30,0.00,0.30,0,5,19,0,8,0,5,,,0,,,,,,,,,,,,,,,23/24
100,Álex Centelles,es ESP,DF,Almería,25,1997,10.9,0,2,1,50.0,0.18,0.09,0.00,0.00,0,0,Matches,14,11,980,1,1,0,2,0,0.00,0.09,0.09,0.00,0.09,0,10,13,1,43,16,7,,,0,,,,,,,,,,,,,,,23/24
101,Franco Cervi,ar ARG,"MF,DF",Celta Vigo,29,1994,6.1,0,9,1,11.1,1.48,0.16,0.00,0.00,0,0,Matches,17,5,546,1,1,0,2,0,0.00,0.16,0.16,0.00,0.16,0,6,19,2,18,9,19,,,0,,,,,,,,,,,,,,,23/24
102,Pep Chavarría,es ESP,"DF,MF",Rayo Vallecano,25,1998,13.0,1,11,2,18.2,0.85,0.15,0.09,0.50,0,0,Matches,22,12,1167,1,2,1,6,1,0.08,0.08,0.15,0.08,0.15,1,8,22,3,71,8,16,,,0,,,,,,,,,,,,,,,23/24
103,Andreas Christensen,dk DEN,"DF,MF",Barcelona,27,1996,22.0,2,12,4,33.3,0.55,0.18,0.17,0.50,0,0,Matches,30,27,1979,2,4,2,4,0,0.09,0.09,0.18,0.09,0.18,0,26,10,0,0,20,15,,,0,,,,,,,,,,,,,,,23/24
104,Chumi,es ESP,DF,Almería,24,1999,27.0,0,5,1,20.0,0.18,0.04,0.00,0.00,0,0,Matches,31,26,2434,1,1,0,4,0,0.00,0.04,0.04,0.00,0.04,0,23,8,0,2,15,23,,,0,,,,,,,,,,,,,,,23/24
105,Víctor Chust,es ESP,DF,Cádiz,23,2000,20.7,0,4,0,0.0,0.19,0.00,0.00,,0,0,Matches,22,22,1864,1,1,0,3,2,0.00,0.05,0.05,0.00,0.05,0,15,4,0,2,12,17,,,0,,,,,,,,,,,,,,,23/24
106,Pathé Ciss,sn SEN,MF,Rayo Vallecano,29,1994,18.5,1,22,8,36.4,1.19,0.43,0.05,0.13,0,0,Matches,31,16,1664,0,1,1,10,0,0.05,0.00,0.05,0.05,0.05,0,27,29,4,3,28,24,,,0,,,,,,,,,,,,,,,23/24
107,Silvi Clúa,es ESP,MF,Girona,18,2005,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,1,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,,,23/24
108,Saúl Coco,gq EQG,DF,Las Palmas,24,1999,25.5,1,20,4,20.0,0.78,0.16,0.05,0.25,0,0,Matches,30,26,2295,0,1,1,6,1,0.04,0.00,0.04,0.04,0.04,0,19,24,0,1,19,20,,,1,,,,,,,,,,,,,,,23/24
109,Santi Comesaña,es ESP,MF,Villarreal,26,1996,18.4,2,17,7,41.2,0.93,0.38,0.12,0.29,0,0,Matches,27,20,1653,0,2,2,8,2,0.11,0.00,0.11,0.11,0.11,1,33,22,1,5,22,23,,,0,,,,,,,,,,,,,,,23/24
110,Copete,es ESP,DF,Mallorca,23,1999,14.8,1,7,1,14.3,0.47,0.07,0.14,1.00,0,0,Matches,19,17,1333,1,2,1,7,0,0.07,0.07,0.14,0.07,0.14,0,36,13,0,9,33,26,,,0,,,,,,,,,,,,,,,23/24
111,Francis Coquelin,fr FRA,MF,Villarreal,32,1991,10.1,0,3,0,0.0,0.30,0.00,0.00,,0,0,Matches,17,10,910,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0,18,8,1,3,15,12,,,0,,,,,,,,,,,,,,,23/24
112,Theo Corbeanu,ca CAN,MF,Granada,21,2002,2.0,1,5,2,40.0,2.47,0.99,0.20,0.50,0,0,Matches,9,2,182,0,1,1,2,0,0.49,0.00,0.49,0.49,0.49,0,2,1,0,12,2,2,,,0,,,,,,,,,,,,,,,23/24
113,Jesús Corona,mx MEX,"DF,FW",Sevilla,30,1993,0.2,0,0,0,,0.00,0.00,,,0,0,Matches,2,0,17,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,1,0,0,2,1,0,,,0,,,,,,,,,,,,,,,23/24
114,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,28,1995,17.0,9,43,20,46.5,2.53,1.18,0.21,0.45,0,0,Matches,32,14,1528,2,11,9,3,0,0.53,0.12,0.65,0.53,0.65,0,24,32,17,41,2,14,,,0,,,,,,,,,,,,,,,23/24
115,Thierry Correia,pt POR,DF,Valencia,24,1999,23.9,0,5,2,40.0,0.21,0.08,0.00,0.00,0,0,Matches,31,25,2154,2,2,0,4,1,0.00,0.08,0.08,0.00,0.08,0,41,41,2,47,31,36,,,0,,,,,,,,,,,,,,,23/24
116,Jaume Costa,es ESP,"DF,MF",Mallorca,35,1988,18.7,0,6,2,33.3,0.32,0.11,0.00,0.00,0,0,Matches,30,19,1682,1,1,0,7,0,0.00,0.05,0.05,0.00,0.05,0,25,22,2,63,16,21,,,0,,,,,,,,,,,,,,,23/24
117,Samu Costa,pt POR,MF,Mallorca,22,2000,25.6,1,22,3,13.6,0.86,0.12,0.05,0.33,0,0,Matches,34,26,2303,1,2,1,8,0,0.04,0.04,0.08,0.04,0.08,0,62,49,6,24,37,56,,,0,,,,,,,,,,,,,,,23/24
118,Thibaut Courtois,be BEL,GK,Real Madrid,31,1992,3.7,0,0,0,,0.00,0.00,,,0,0,Matches,4,4,332,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,0,0,0,,,0,0,0.00,16,15,100.0,3,1,0,0,0.0,0,0,0,,23/24
119,Yan Couto,br BRA,"MF,DF",Girona,21,2002,24.9,1,29,11,37.9,1.16,0.44,0.03,0.09,0,0,Matches,34,24,2245,8,9,1,8,0,0.04,0.32,0.36,0.04,0.36,0,34,42,8,111,10,33,,,0,,,,,,,,,,,,,,,23/24
120,Crespo,pt POR,MF,Rayo Vallecano,26,1996,5.9,0,3,0,0.0,0.51,0.00,0.00,,0,0,Matches,15,4,527,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0,19,22,0,3,11,7,,,0,,,,,,,,,,,,,,,23/24
121,Cristian,es ESP,GK,Valencia,25,1998,0.6,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,57,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,,0,1,1.58,3,2,66.7,0,0,0,0,,0,0,0,,23/24
122,Juan Cruz Armada,es ESP,DF,Osasuna,31,1992,18.5,0,3,0,0.0,0.16,0.00,0.00,,0,0,Matches,26,18,1667,1,1,0,3,0,0.00,0.05,0.05,0.00,0.05,0,20,4,1,21,12,15,,,0,,,,,,,,,,,,,,,23/24
123,Juan Cruz,es ESP,MF,Real Betis,23,2000,0.8,0,2,0,0.0,2.37,0.00,0.00,,0,0,Matches,5,0,76,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,2,2,0,0,0,0,,,0,,,,,,,,,,,,,,,23/24
124,Pau Cubarsí,es ESP,DF,Barcelona,16,2007,17.3,0,3,0,0.0,0.17,0.00,0.00,,0,0,Matches,19,18,1558,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0,15,2,0,1,11,13,,,0,,,,,,,,,,,,,,,23/24
125,Iván Cuéllar,es ESP,GK,Mallorca,39,1984,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,1,1,90,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,,0,1,1.00,6,5,83.3,1,0,0,0,0.0,0,0,0,,23/24
126,Jorge Cuenca,es ESP,DF,Villarreal,23,1999,21.8,3,20,7,35.0,0.92,0.32,0.15,0.43,0,0,Matches,29,21,1963,1,4,3,7,0,0.14,0.05,0.18,0.14,0.18,0,25,12,0,13,20,27,,,0,,,,,,,,,,,,,,,23/24
127,Eric Curbelo,es ESP,DF,Las Palmas,29,1994,1.1,0,0,0,,0.00,0.00,,,0,0,Matches,2,1,102,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,2,3,,,0,,,,,,,,,,,,,,,23/24
128,Alberto Dadie,es ESP,DF,Real Sociedad,21,2002,0.3,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,28,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,4,0,0,1,0,1,,,0,,,,,,,,,,,,,,,23/24
129,Sergi Darder,es ESP,MF,Mallorca,29,1993,24.0,2,32,12,37.5,1.34,0.50,0.06,0.17,0,0,Matches,36,21,2157,5,7,2,4,0,0.08,0.21,0.29,0.08,0.29,0,19,35,1,147,16,25,,,0,,,,,,,,,,,,,,,23/24
130,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,29,1994,23.1,3,30,12,40.0,1.30,0.52,0.10,0.25,0,0,Matches,34,25,2075,5,8,3,7,0,0.13,0.22,0.35,0.13,0.35,0,26,59,1,45,11,21,,,0,,,,,,,,,,,,,,,23/24
131,Mouctar Diakhaby,gn GUI,"DF,MF",Valencia,26,1996,11.9,1,7,3,42.9,0.59,0.25,0.14,0.33,0,0,Matches,14,12,1073,0,1,1,6,0,0.08,0.00,0.08,0.08,0.08,0,9,2,0,0,11,13,,,0,,,,,,,,,,,,,,,23/24
132,Moussa Diakité,ml MLI,MF,Cádiz,19,2003,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,1,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,23/24
133,Assane Diao,sn SEN,MF,Real Betis,17,2005,11.6,2,21,3,14.3,1.80,0.26,0.10,0.67,0,0,Matches,18,13,1048,0,2,2,4,0,0.17,0.00,0.17,0.17,0.17,0,12,22,1,9,7,12,,,0,,,,,,,,,,,,,,,23/24
134,Brahim Díaz,ma MAR,"MF,FW",Real Madrid,23,1999,17.2,8,38,17,44.7,2.21,0.99,0.21,0.47,0,0,Matches,31,18,1545,6,14,8,0,0,0.47,0.35,0.82,0.47,0.82,0,22,42,5,32,5,18,,,0,,,,,,,,,,,,,,,23/24
135,Víctor Díaz,es ESP,DF,Granada,35,1988,1.8,0,0,0,,0.00,0.00,,,0,0,Matches,4,2,162,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,1,3,,,0,,,,,,,,,,,,,,,23/24
136,Famara Diedhiou,sn SEN,FW,Granada,30,1992,1.0,0,5,3,60.0,5.06,3.03,0.00,0.00,0,0,Matches,8,0,89,1,1,0,1,0,0.00,1.01,1.01,0.00,1.01,0,6,3,0,2,0,1,,,0,,,,,,,,,,,,,,,23/24
137,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,29,1993,37.0,0,0,0,,0.00,0.00,,,0,0,Matches,37,37,3330,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0,0,3,0,0,0,1,,,0,47,1.27,153,106,69.3,8,14,15,9,24.3,1,1,0,50.0,23/24
138,Djené,tg TOG,"DF,MF",Getafe,31,1991,27.6,0,6,1,16.7,0.22,0.04,0.00,0.00,0,0,Matches,33,30,2484,0,0,0,14,1,0.00,0.00,0.00,0.00,0.00,1,51,37,1,32,23,20,,,0,,,,,,,,,,,,,,,23/24
139,Marko Dmitrović,rs SRB,GK,Sevilla,31,1992,13.0,0,0,0,,0.00,0.00,,,0,0,Matches,13,13,1170,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,0,1,1,,,1,25,1.92,69,44,63.8,2,2,9,2,15.4,2,0,0,0.0,23/24
140,Jaume Doménech,es ESP,GK,Valencia,32,1990,0.9,0,0,0,,0.00,0.00,,,0,0,Matches,2,1,79,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,0,0,0,,,0,3,3.42,12,9,75.0,0,0,1,0,0.0,0,0,0,,23/24
141,Carlos Dominguez,es ESP,DF,Celta Vigo,22,2001,17.6,0,5,0,0.0,0.28,0.00,0.00,,0,0,Matches,22,18,1584,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0,15,8,0,3,22,21,,,2,,,,,,,,,,,,,,,23/24
142,Mario Dominguez,es ESP,MF,Valencia,19,2004,0.3,0,3,1,33.3,10.80,3.60,0.00,0.00,0,0,Matches,3,0,25,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,1,0,0,,,0,,,,,,,,,,,,,,,23/24
143,Carlos Dotor,es ESP,MF,Celta Vigo,22,2001,7.9,0,4,0,0.0,0.51,0.00,0.00,,0,0,Matches,17,7,708,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0,13,10,0,8,4,7,,,0,,,,,,,,,,,,,,,23/24
144,Anastasios Douvikas,gr GRE,FW,Celta Vigo,23,1999,10.1,7,26,15,57.7,2.59,1.49,0.27,0.47,0,0,Matches,32,7,905,1,8,7,2,0,0.70,0.10,0.80,0.70,0.80,0,17,30,6,3,0,7,,,0,,,,,,,,,,,,,,,23/24
145,Artem Dovbyk,ua UKR,FW,Girona,26,1997,28.7,24,85,46,54.1,2.96,1.60,0.20,0.37,7,8,Matches,36,32,2587,8,32,17,2,0,0.83,0.28,1.11,0.59,0.87,0,27,13,33,1,0,3,,,0,,,,,,,,,,,,,,,23/24
146,Domingos Duarte,pt POR,DF,Getafe,28,1995,10.1,0,1,0,0.0,0.10,0.00,0.00,,0,0,Matches,15,11,907,0,0,0,5,2,0.00,0.00,0.00,0.00,0.00,1,8,8,0,2,9,4,,,0,,,,,,,,,,,,,,,23/24
147,Rubén Duarte,es ESP,DF,Alavés,27,1995,20.9,2,15,5,33.3,0.72,0.24,0.13,0.40,0,0,Matches,28,21,1878,1,3,2,7,0,0.10,0.05,0.14,0.10,0.14,0,31,31,0,71,20,17,,,0,,,,,,,,,,,,,,,23/24
148,Hugo Duro,es ESP,FW,Valencia,23,1999,33.1,13,66,29,43.9,2.00,0.88,0.20,0.45,0,0,Matches,37,35,2976,2,15,13,4,0,0.39,0.06,0.45,0.39,0.45,0,41,95,17,7,6,8,,,0,,,,,,,,,,,,,,,23/24
149,Aritz Elustondo,es ESP,DF,Real Sociedad,29,1994,9.0,0,6,2,33.3,0.67,0.22,0.00,0.00,0,0,Matches,15,7,812,1,1,0,2,0,0.00,0.11,0.11,0.00,0.11,0,9,10,0,1,5,7,,,0,,,,,,,,,,,,,,,23/24
150,Adri Embarba,es ESP,"MF,FW",Almería,31,1992,27.5,3,64,25,39.1,2.33,0.91,0.03,0.08,1,1,Matches,36,29,2476,2,5,2,5,0,0.11,0.07,0.18,0.07,0.15,0,37,41,15,172,15,38,,,0,,,,,,,,,,,,,,,23/24
151,Youssef En-Nesyri,ma MAR,FW,Sevilla,26,1997,28.6,16,73,30,41.1,2.56,1.05,0.21,0.50,1,1,Matches,33,28,2570,2,18,15,4,0,0.56,0.07,0.63,0.53,0.60,0,21,21,22,5,8,7,,,0,,,,,,,,,,,,,,,23/24
152,Gonzalo Escalante,ar ARG,MF,Cádiz,30,1993,18.9,1,14,3,21.4,0.74,0.16,0.07,0.33,0,0,Matches,25,18,1697,2,3,1,2,1,0.05,0.11,0.16,0.05,0.16,0,31,14,3,6,27,23,,,0,,,,,,,,,,,,,,,23/24
153,Aarón Escandell,es ESP,GK,Las Palmas,27,1995,1.7,0,0,0,,0.00,0.00,,,0,0,Matches,2,1,153,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,,0,3,1.76,4,1,25.0,0,0,1,0,0.0,0,0,0,,23/24
154,Alfonso Espino,uy URU,DF,Rayo Vallecano,31,1992,27.9,0,18,5,27.8,0.65,0.18,0.00,0.00,0,0,Matches,31,29,2507,1,1,0,9,0,0.00,0.04,0.04,0.00,0.04,0,45,41,0,49,40,45,,,1,,,,,,,,,,,,,,,23/24
155,Bernardo Espinosa,co COL,DF,Girona,34,1989,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,2,0,2,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,0,0,1,,,0,,,,,,,,,,,,,,,23/24
156,Karl Etta Eyong,cm CMR,FW,Cádiz,19,2003,0.2,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,21,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,1,0,1,0,0,1,,,0,,,,,,,,,,,,,,,23/24
157,Abde Ezzalzouli,ma MAR,MF,Real Betis,21,2001,9.6,1,34,9,26.5,3.54,0.94,0.03,0.11,0,1,Matches,26,6,865,0,1,1,1,0,0.10,0.00,0.10,0.10,0.10,0,9,16,4,33,5,14,,,0,,,,,,,,,,,,,,,23/24
158,Abde Ezzalzouli,ma MAR,"FW,MF",Barcelona,21,2001,0.8,0,4,1,25.0,5.29,1.32,0.00,0.00,0,0,Matches,2,0,68,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,1,3,0,7,0,1,,,0,,,,,,,,,,,,,,,23/24
159,Radamel Falcao,co COL,FW,Rayo Vallecano,37,1986,4.5,1,17,7,41.2,3.76,1.55,0.00,0.00,1,1,Matches,22,2,407,0,1,0,4,0,0.22,0.00,0.22,0.00,0.00,0,15,10,6,1,3,6,,,0,,,,,,,,,,,,,,,23/24
160,Fali,es ESP,DF,Cádiz,29,1993,28.3,0,11,3,27.3,0.39,0.11,0.00,0.00,0,0,Matches,30,30,2547,0,0,0,12,0,0.00,0.00,0.00,0.00,0.00,0,23,19,0,8,27,25,,,0,,,,,,,,,,,,,,,23/24
161,Ansu Fati,es ESP,"FW,MF",Barcelona,20,2002,0.6,0,7,1,14.3,12.60,1.80,0.00,0.00,0,0,Matches,3,0,50,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,4,1,0,1,0,,,0,,,,,,,,,,,,,,,23/24
162,Nabil Fekir,fr FRA,"MF,FW",Real Betis,30,1993,11.7,1,27,9,33.3,2.32,0.77,0.04,0.11,0,0,Matches,19,10,1049,2,3,1,1,0,0.09,0.17,0.26,0.09,0.26,0,22,35,8,55,6,9,,,0,,,,,,,,,,,,,,,23/24
163,Luiz Felipe,it ITA,DF,Real Betis,26,1997,4.0,0,2,0,0.0,0.50,0.00,0.00,,0,0,Matches,4,4,360,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,2,1,0,0,4,3,,,0,,,,,,,,,,,,,,,23/24
164,João Félix,pt POR,FW,Barcelona,23,1999,17.1,7,61,25,41.0,3.56,1.46,0.11,0.28,0,0,Matches,30,18,1540,3,10,7,3,0,0.41,0.18,0.58,0.41,0.58,0,21,54,9,18,11,16,,,0,,,,,,,,,,,,,,,23/24
165,Kiko Femenía,es ESP,DF,Villarreal,32,1991,17.6,0,1,0,0.0,0.06,0.00,0.00,,0,0,Matches,23,16,1583,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,1,24,3,0,28,31,26,,,0,,,,,,,,,,,,,,,23/24
166,Aitor Fernández,es ESP,GK,Osasuna,32,1991,6.1,0,0,0,,0.00,0.00,,,0,0,Matches,7,6,551,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,,0,9,1.47,20,11,55.0,0,2,4,1,16.7,1,0,0,0.0,23/24
167,Álex Fernández,es ESP,MF,Cádiz,30,1992,14.3,0,7,1,14.3,0.49,0.07,0.00,0.00,0,0,Matches,26,14,1285,1,1,0,3,0,0.00,0.07,0.07,0.00,0.07,0,5,16,0,35,15,9,,,0,,,,,,,,,,,,,,,23/24
168,Carlos Fernández,es ESP,FW,Real Sociedad,27,1996,4.5,2,9,4,44.4,1.99,0.88,0.11,0.25,1,1,Matches,10,5,408,1,3,1,3,0,0.44,0.22,0.66,0.22,0.44,0,15,3,2,1,0,9,,,0,,,,,,,,,,,,,,,23/24
169,Raúl Fernández,es ESP,GK,Granada,35,1988,3.1,0,0,0,,0.00,0.00,,,0,0,Matches,4,4,280,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,,0,11,3.54,19,8,42.1,1,0,3,0,0.0,0,0,1,,23/24
170,Valery Fernández,es ESP,MF,Girona,23,1999,5.6,2,5,2,40.0,0.89,0.36,0.40,1.00,0,0,Matches,27,2,506,0,2,2,1,0,0.36,0.00,0.36,0.36,0.36,0,7,13,3,13,1,9,,,0,,,,,,,,,,,,,,,23/24
171,Fernando,br BRA,MF,Sevilla,36,1987,5.1,0,1,0,0.0,0.20,0.00,0.00,,0,0,Matches,8,5,459,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,6,3,0,4,8,8,,,0,10,2.50,23,13,56.5,1,1,2,0,0.0,0,0,0,,23/24
172,Fernando,es ESP,GK,Almería,33,1990,4.0,0,0,0,,0.00,0.00,,,0,0,Matches,4,4,360,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,,0,10,2.50,23,13,56.5,1,1,2,0,0.0,0,0,0,,23/24
173,André Ferreira,pt POR,GK,Granada,27,1996,14.9,0,0,0,,0.00,0.00,,,0,0,Matches,15,14,1340,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,2,2,0,0,0,0,,,0,29,1.95,78,49,62.8,0,5,9,0,0.0,3,0,0,0.0,23/24
174,Rachad Fettal,ma MAR,FW,Almería,18,2005,0.2,0,1,0,0.0,5.29,0.00,0.00,,0,0,Matches,1,0,17,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,,,23/24
175,Pablo Fornals,es ESP,MF,Real Betis,27,1996,12.8,3,17,6,35.3,1.33,0.47,0.18,0.50,0,0,Matches,15,14,1148,2,5,3,2,0,0.24,0.16,0.39,0.24,0.39,0,13,14,4,51,21,17,,,0,,,,,,,,,,,,,,,23/24
176,Héctor Fort,es ESP,DF,Barcelona,16,2006,3.5,0,1,0,0.0,0.28,0.00,0.00,,0,0,Matches,7,4,318,2,2,0,0,0,0.00,0.57,0.57,0.00,0.57,0,8,1,1,6,2,6,,,0,,,,,,,,,,,,,,,23/24
177,Dimitri Foulquier,fr FRA,"DF,MF",Valencia,30,1993,20.5,0,7,1,14.3,0.34,0.05,0.00,0.00,0,0,Matches,33,19,1842,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0,24,28,2,43,14,21,,,0,,,,,,,,,,,,,,,23/24
178,Juan Foyth,ar ARG,DF,Villarreal,25,1998,11.8,1,6,2,33.3,0.51,0.17,0.17,0.50,0,0,Matches,12,12,1062,1,2,1,1,0,0.08,0.08,0.17,0.08,0.17,0,18,7,0,18,12,16,,,0,,,,,,,,,,,,,,,23/24
179,Jorge de Frutos,es ESP,MF,Rayo Vallecano,26,1997,17.2,2,29,11,37.9,1.68,0.64,0.07,0.18,0,0,Matches,36,14,1549,0,2,2,1,0,0.12,0.00,0.12,0.12,0.12,0,15,25,4,54,7,8,,,0,,,,,,,,,,,,,,,23/24
180,Daniel Fuzato,br BRA,GK,Getafe,26,1997,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,7,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,,0,2,25.71,2,0,0.0,0,0,0,0,,0,0,0,,23/24
181,Matteo Gabbia,it ITA,DF,Villarreal,23,1999,5.3,0,0,0,,0.00,0.00,,,0,0,Matches,7,6,477,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0,9,3,0,0,7,6,,,0,,,,,,,,,,,,,,,23/24
182,Javi Galán,es ESP,"DF,MF",Atlético Madrid,28,1994,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,5,0,88,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,1,4,0,6,1,3,,,0,,,,,,,,,,,,,,,23/24
183,Javi Galán,es ESP,DF,Real Sociedad,28,1994,11.9,0,3,1,33.3,0.25,0.08,0.00,0.00,0,0,Matches,14,13,1075,1,1,0,3,0,0.00,0.08,0.08,0.00,0.08,0,22,19,3,46,12,21,,,0,,,,,,,,,,,,,,,23/24
184,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,29,1993,23.2,1,11,2,18.2,0.47,0.09,0.09,0.50,0,0,Matches,29,25,2091,1,2,1,7,0,0.04,0.04,0.09,0.04,0.09,0,54,41,0,58,12,32,,,1,,,,,,,,,,,,,,,23/24
185,Aleix García,es ESP,MF,Girona,26,1997,35.5,3,39,12,30.8,1.10,0.34,0.08,0.25,0,0,Matches,37,36,3199,6,9,3,4,1,0.08,0.17,0.25,0.08,0.25,0,29,36,1,188,36,30,,,0,,,,,,,,,,,,,,,23/24
186,Álvaro García,es ESP,MF,Rayo Vallecano,30,1992,27.5,6,45,17,37.8,1.64,0.62,0.13,0.35,0,0,Matches,32,30,2475,1,7,6,8,1,0.22,0.04,0.25,0.22,0.25,1,25,23,25,121,36,26,,,0,,,,,,,,,,,,,,,23/24
187,Dani García,es ESP,MF,Athletic Club,33,1990,8.3,1,6,3,50.0,0.72,0.36,0.17,0.33,0,0,Matches,17,7,745,0,1,1,4,0,0.12,0.00,0.12,0.12,0.12,0,11,7,0,0,8,11,,,0,,,,,,,,,,,,,,,23/24
188,David García,es ESP,DF,Osasuna,29,1994,25.9,0,15,2,13.3,0.58,0.08,0.00,0.00,0,0,Matches,27,27,2334,1,1,0,5,0,0.00,0.04,0.04,0.00,0.04,0,33,13,1,2,20,17,,,0,,,,,,,,,,,,,,,23/24
189,Eric García,es ESP,"DF,MF",Barcelona,22,2001,0.6,0,1,0,0.0,1.58,0.00,0.00,,0,0,Matches,2,0,57,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,,,23/24
190,Eric García,es ESP,DF,Girona,22,2001,29.3,5,16,6,37.5,0.55,0.20,0.31,0.83,0,0,Matches,30,30,2637,0,5,5,4,0,0.17,0.00,0.17,0.17,0.17,0,24,26,3,10,29,40,,,0,,,,,,,,,,,,,,,23/24
191,Fran Garcia,es ESP,DF,Real Madrid,23,1999,15.5,1,9,1,11.1,0.58,0.06,0.11,1.00,0,0,Matches,25,15,1398,5,6,1,2,0,0.06,0.32,0.39,0.06,0.39,0,10,15,10,60,20,16,,,0,,,,,,,,,,,,,,,23/24
192,Gonzalo García,es ESP,FW,Real Madrid,19,2004,0.2,0,1,1,100.0,4.74,4.74,0.00,0.00,0,0,Matches,2,0,19,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,,,23/24
