Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
199,Federico Gattoni,ar ARG,DF,Sevilla,24,1999,0.1,0,0,0,,0.00,0.00,,,0,0,Matches
200,Gavi,es ESP,"MF,FW",Barcelona,18,2004,10.5,1,10,5,50.0,0.95,0.48,0.10,0.20,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
201,Paulo Gazzaniga,ar ARG,GK,Girona,31,1992,38.0,0,0,0,,0.00,0.00,,,0,0,Matches
202,David Gil,es ESP,GK,Cádiz,29,1994,4.1,0,0,0,,0.00,0.00,,,0,0,Matches
203,Maxi Gómez,uy URU,FW,Cádiz,26,1996,12.9,0,16,6,37.5,1.24,0.46,0.00,0.00,0,0,Matches
204,Moi Gómez,es ESP,"MF,FW",Osasuna,29,1994,22.3,3,19,8,42.1,0.85,0.36,0.16,0.38,0,0,Matches
205,Unai Gómez,es ESP,MF,Athletic Club,20,2003,9.7,2,16,8,50.0,1.65,0.82,0.13,0.25,0,0,Matches
206,Édgar González,es ESP,"DF,MF",Almería,26,1997,28.0,2,13,3,23.1,0.46,0.11,0.15,0.67,0,0,Matches
207,Fabio González,es ESP,MF,Las Palmas,26,1997,1.4,0,0,0,,0.00,0.00,,,0,0,Matches
208,Giovanni González,uy URU,DF,Mallorca,28,1994,27.4,1,14,4,28.6,0.51,0.15,0.07,0.25,0,0,Matches
209,Hugo González,es ESP,FW,Valencia,20,2003,1.0,0,1,0,0.0,1.03,0.00,0.00,,0,0,Matches
210,Iñaki González,es ESP,MF,Las Palmas,19,2004,0.1,0,0,0,,0.00,0.00,,,0,0,Matches
211,Peter González,do DOM,MF,Valencia,21,2002,7.2,0,17,6,35.3,2.36,0.83,0.00,0.00,0,0,Matches
212,Urko González,es ESP,MF,Real Sociedad,22,2001,1.7,0,2,0,0.0,1.15,0.00,0.00,,0,0,Matches
213,Andoni Gorosabel,es ESP,DF,Alavés,26,1996,31.7,1,15,6,40.0,0.47,0.19,0.07,0.17,0,0,Matches
214,Pablo Gozalbez,es ESP,MF,Valencia,22,2001,1.1,0,1,0,0.0,0.87,0.00,0.00,,0,0,Matches
215,Mason Greenwood,eng ENG,"MF,FW",Getafe,21,2001,29.6,8,102,35,34.3,3.45,1.18,0.06,0.17,2,3,Matches
216,Dominik Greif,sk SVK,GK,Mallorca,26,1997,1.0,0,0,0,,0.00,0.00,,,0,0,Matches
217,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,32,1991,29.4,16,79,34,43.0,2.69,1.16,0.15,0.35,4,4,Matches
218,Vicente Guaita,es ESP,GK,Celta Vigo,36,1987,26.7,0,0,0,,0.00,0.00,,,0,0,Matches
219,Andrés Guardado,mx MEX,MF,Real Betis,36,1986,5.0,0,5,0,0.0,1.01,0.00,0.00,,0,0,Matches
220,Sergi Guardiola,es ESP,FW,Cádiz,32,1991,5.5,1,14,5,35.7,2.55,0.91,0.07,0.20,0,0,Matches
221,Nemanja Gudelj,rs SRB,"DF,MF",Sevilla,31,1991,19.4,1,19,3,15.8,0.98,0.15,0.05,0.33,0,0,Matches
222,Gonçalo Guedes,pt POR,"FW,MF",Villarreal,26,1996,10.6,3,25,8,32.0,2.37,0.76,0.12,0.38,0,0,Matches
223,Javier Guerra,es ESP,MF,Valencia,20,2003,27.8,4,42,14,33.3,1.51,0.50,0.10,0.29,0,0,Matches
224,Ander Guevara,es ESP,MF,Alavés,26,1997,32.6,1,16,3,18.8,0.49,0.09,0.06,0.33,0,0,Matches
225,Hugo Guillamón,es ESP,MF,Valencia,23,2000,14.6,1,3,2,66.7,0.21,0.14,0.33,0.50,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
226,Marc Guiu,es ESP,FW,Barcelona,17,2006,0.8,1,4,1,25.0,4.86,1.22,0.25,1.00,0,0,Matches
227,Arda Güler,tr TUR,"MF,FW",Real Madrid,18,2005,4.2,6,15,6,40.0,3.58,1.43,0.40,1.00,0,0,Matches
228,Gerard Gumbau,es ESP,MF,Granada,28,1994,29.7,0,45,9,20.0,1.51,0.30,0.00,0.00,0,0,Matches
229,İlkay Gündoğan,de GER,MF,Barcelona,32,1990,33.3,5,43,17,39.5,1.29,0.51,0.09,0.24,1,2,Matches
230,Jon Guridi,es ESP,MF,Alavés,28,1995,29.8,3,36,8,22.2,1.21,0.27,0.08,0.38,0,0,Matches
231,Gorka Guruzeta,es ESP,FW,Athletic Club,26,1996,24.6,14,65,31,47.7,2.64,1.26,0.22,0.45,0,1,Matches
232,Miguel Gutiérrez,es ESP,"DF,MF",Girona,22,2001,33.7,2,34,5,14.7,1.01,0.15,0.06,0.40,0,0,Matches
233,Munir El Haddadi,ma MAR,"MF,FW",Las Palmas,27,1995,27.2,3,43,12,27.9,1.58,0.44,0.07,0.25,0,1,Matches
234,Ianis Hagi,ro ROU,MF,Alavés,24,1998,8.9,0,27,9,33.3,3.02,1.01,0.00,0.00,0,1,Matches
235,Luiz Henrique,br BRA,MF,Real Betis,22,2001,6.8,0,18,4,22.2,2.63,0.58,0.00,0.00,0,0,Matches
236,Mario Hermoso,es ESP,DF,Atlético Madrid,28,1995,28.4,0,17,4,23.5,0.60,0.14,0.00,0.00,0,0,Matches
237,Aridane Hernández,es ESP,DF,Rayo Vallecano,34,1989,18.8,0,5,0,0.0,0.27,0.00,0.00,,0,0,Matches
238,Javi Hernández,es ESP,DF,Cádiz,25,1998,27.9,1,30,8,26.7,1.07,0.29,0.03,0.13,0,0,Matches
239,Luis Hernández,es ESP,DF,Cádiz,34,1989,8.0,1,1,1,100.0,0.12,0.12,1.00,1.00,0,0,Matches
240,Jorge Herrando,es ESP,DF,Osasuna,22,2001,18.3,0,4,0,0.0,0.22,0.00,0.00,,0,0,Matches
241,Ander Herrera,es ESP,MF,Athletic Club,33,1989,11.4,0,14,2,14.3,1.22,0.17,0.00,0.00,0,0,Matches
242,Cristian Herrera,es ESP,MF,Las Palmas,32,1991,1.8,1,1,1,100.0,0.54,0.54,1.00,1.00,0,0,Matches
243,Sergio Herrera,es ESP,GK,Osasuna,30,1993,31.9,0,0,0,,0.00,0.00,,,0,0,Matches
244,Yangel Herrera,ve VEN,MF,Girona,25,1998,23.4,5,52,18,34.6,2.22,0.77,0.10,0.28,0,0,Matches
245,Juanma Herzog,es ESP,DF,Las Palmas,19,2004,3.2,2,3,3,100.0,0.92,0.92,0.67,0.67,0,0,Matches
246,Martin Hongla,cm CMR,"MF,DF",Granada,25,1998,6.2,0,3,1,33.3,0.48,0.16,0.00,0.00,0,0,Matches
247,Xabier Huarte Armendáriz,es ESP,MF,Osasuna,22,2001,0.1,0,0,0,,0.00,0.00,,,0,0,Matches
248,Pablo Ibáñez,es ESP,MF,Osasuna,24,1998,12.8,1,27,7,25.9,2.11,0.55,0.04,0.14,0,0,Matches
249,Iglesias,es ESP,"DF,MF",Getafe,25,1998,15.7,0,15,6,40.0,0.96,0.38,0.00,0.00,0,0,Matches
250,Borja Iglesias,es ESP,FW,Real Betis,30,1993,4.5,0,10,0,0.0,2.21,0.00,0.00,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
251,Imanol,es ESP,DF,Athletic Club,23,2000,5.8,0,1,0,0.0,0.17,0.00,0.00,,0,0,Matches
252,Isco,es ESP,MF,Real Betis,31,1992,25.8,8,64,26,40.6,2.48,1.01,0.09,0.23,2,2,Matches
253,Diego Iturralde,es ESP,DF,Sevilla,20,2003,0.4,0,0,0,,0.00,0.00,,,0,0,Matches
254,Adnan Januzaj,be BEL,"FW,MF",Sevilla,28,1995,2.1,0,6,1,16.7,2.80,0.47,0.00,0.00,0,0,Matches
255,Mikel Jauregizar,es ESP,MF,Athletic Club,19,2003,1.7,0,2,0,0.0,1.19,0.00,0.00,,0,0,Matches
256,Salim El Jebari,ma MAR,MF,Atlético Madrid,19,2004,0.1,0,0,0,,0.00,0.00,,,0,0,Matches
257,Frenkie de Jong,nl NED,MF,Barcelona,26,1997,18.2,2,7,4,57.1,0.39,0.22,0.29,0.50,0,0,Matches
258,Joan Jordán,es ESP,MF,Sevilla,29,1994,4.2,0,6,1,16.7,1.42,0.24,0.00,0.00,0,0,Matches
259,Jordi,es ESP,MF,Getafe,22,2001,6.4,0,7,3,42.9,1.10,0.47,0.00,0.00,0,0,Matches
260,Jeremy Jorge,es ESP,FW,Getafe,20,2003,0.0,0,0,0,,0.00,0.00,,,0,0,Matches
261,Willian José,br BRA,FW,Real Betis,31,1991,21.9,10,48,24,50.0,2.19,1.10,0.21,0.42,0,0,Matches
262,Joselu,es ESP,FW,Real Madrid,33,1990,18.7,10,63,29,46.0,3.36,1.55,0.16,0.34,0,2,Matches
263,Kamil Jóźwiak,pl POL,MF,Granada,25,1998,6.3,0,4,1,25.0,0.63,0.16,0.00,0.00,0,0,Matches
264,Juanmi,es ESP,FW,Cádiz,30,1993,9.7,3,14,7,50.0,1.44,0.72,0.21,0.43,0,0,Matches
265,Juanpe,es ESP,DF,Girona,32,1991,8.3,0,4,0,0.0,0.48,0.00,0.00,,0,0,Matches
266,Vinicius Júnior,br BRA,FW,Real Madrid,23,2000,20.7,15,78,39,50.0,3.77,1.88,0.18,0.36,1,1,Matches
267,Filip Jørgensen,dk DEN,GK,Villarreal,21,2002,36.0,0,0,0,,0.00,0.00,,,0,0,Matches
268,Sory Kaba,gn GUI,FW,Las Palmas,28,1995,8.0,1,13,1,7.7,1.62,0.12,0.08,1.00,0,0,Matches
269,Kaiky,br BRA,DF,Almería,19,2004,5.8,1,3,1,33.3,0.52,0.17,0.33,1.00,0,0,Matches
270,Jon Karrikaburu,es ESP,FW,Alavés,20,2002,0.2,0,0,0,,0.00,0.00,,,0,0,Matches
271,Ibrahima Kebe,ml MLI,MF,Girona,22,2000,0.1,0,0,0,,0.00,0.00,,,0,0,Matches
272,Kiké,es ESP,FW,Alavés,33,1989,15.8,3,57,26,45.6,3.61,1.64,0.05,0.12,0,1,Matches
273,Koke,es ESP,MF,Atlético Madrid,31,1992,27.7,0,10,2,20.0,0.36,0.07,0.00,0.00,0,0,Matches
274,Ibrahima Koné,ml MLI,FW,Almería,24,1999,3.1,0,4,2,50.0,1.30,0.65,0.00,0.00,0,0,Matches
275,Rominigue Kouamé,ml MLI,MF,Cádiz,26,1996,9.1,0,5,0,0.0,0.55,0.00,0.00,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
276,Jules Koundé,fr FRA,DF,Barcelona,24,1998,32.2,1,24,7,29.2,0.75,0.22,0.04,0.14,0,0,Matches
277,Toni Kroos,de GER,MF,Real Madrid,33,1990,23.6,1,35,13,37.1,1.48,0.55,0.03,0.08,0,0,Matches
278,Takefusa Kubo,jp JPN,"FW,MF",Real Sociedad,22,2001,23.9,7,46,21,45.7,1.93,0.88,0.15,0.33,0,0,Matches
279,Luca de la Torre,us USA,MF,Celta Vigo,25,1998,21.7,1,24,8,33.3,1.10,0.37,0.04,0.13,0,0,Matches
280,Yoel Lago,es ESP,DF,Celta Vigo,19,2004,1.0,0,0,0,,0.00,0.00,,,0,0,Matches
281,Érik Lamela,ar ARG,MF,Sevilla,31,1992,5.1,2,9,4,44.4,1.75,0.78,0.22,0.50,0,0,Matches
282,Bruno Langa,mz MOZ,DF,Almería,25,1997,9.1,1,8,2,25.0,0.88,0.22,0.13,0.50,0,0,Matches
283,Cyle Larin,ca CAN,FW,Mallorca,28,1995,20.3,3,69,25,36.2,3.41,1.23,0.04,0.12,0,0,Matches
284,Juanmi Latasa,es ESP,FW,Getafe,22,2001,17.3,2,44,15,34.1,2.55,0.87,0.05,0.13,0,0,Matches
285,Toni Lato,es ESP,DF,Mallorca,25,1997,17.2,0,5,2,40.0,0.29,0.12,0.00,0.00,0,0,Matches
286,Lázaro,br BRA,MF,Almería,21,2002,3.2,0,8,4,50.0,2.53,1.26,0.00,0.00,0,0,Matches
287,Robin Le Normand,es ESP,DF,Real Sociedad,26,1996,27.4,2,9,5,55.6,0.33,0.18,0.22,0.40,0,0,Matches
288,Jeremías Ledesma,ar ARG,GK,Cádiz,30,1993,33.9,0,0,0,,0.00,0.00,,,0,0,Matches
289,Florian Lejeune,fr FRA,DF,Rayo Vallecano,32,1991,37.0,3,64,21,32.8,1.73,0.57,0.05,0.14,0,0,Matches
290,Stefan Lekovic,rs SRB,DF,Villarreal,19,2004,0.3,0,0,0,,0.00,0.00,,,0,0,Matches
291,Iñigo Lekue,es ESP,DF,Athletic Club,30,1993,22.2,0,5,0,0.0,0.22,0.00,0.00,,0,0,Matches
292,Thomas Lemar,fr FRA,MF,Atlético Madrid,27,1995,1.8,0,2,0,0.0,1.10,0.00,0.00,,0,0,Matches
293,Álvaro Lemos,es ESP,DF,Las Palmas,30,1993,2.8,0,1,0,0.0,0.36,0.00,0.00,,0,0,Matches
294,Ruben Lendinez,es ESP,DF,Valencia,20,2003,0.1,0,0,0,,0.00,0.00,,,0,0,Matches
295,Robert Lewandowski,pl POL,FW,Barcelona,34,1988,30.6,19,93,43,46.2,3.04,1.41,0.16,0.35,4,4,Matches
296,Samuel Lino,br BRA,"MF,DF",Atlético Madrid,23,1999,23.1,4,54,21,38.9,2.34,0.91,0.07,0.19,0,0,Matches
297,Javier Llabrés,es ESP,MF,Mallorca,20,2002,2.7,1,9,4,44.4,3.28,1.46,0.11,0.25,0,0,Matches
298,Marcos Llorente,es ESP,"MF,DF",Atlético Madrid,28,1995,28.5,6,30,19,63.3,1.05,0.67,0.20,0.32,0,0,Matches
299,Enzo Loiodice,fr FRA,MF,Las Palmas,22,2000,19.9,0,16,6,37.5,0.80,0.30,0.00,0.00,0,0,Matches
300,David López,es ESP,DF,Girona,33,1989,21.8,3,16,6,37.5,0.73,0.27,0.19,0.50,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
301,Diego López,es ESP,"MF,FW",Valencia,21,2002,29.5,3,41,15,36.6,1.39,0.51,0.07,0.20,0,0,Matches
302,Fermin López,es ESP,"MF,FW",Barcelona,20,2003,16.1,8,51,25,49.0,3.17,1.56,0.16,0.32,0,0,Matches
303,Javi López,es ESP,DF,Alavés,21,2002,26.5,1,18,3,16.7,0.68,0.11,0.06,0.33,0,0,Matches
304,Unai López,es ESP,MF,Rayo Vallecano,27,1995,23.4,1,32,5,15.6,1.37,0.21,0.03,0.20,0,0,Matches
305,Dion Lopy,sn SEN,MF,Almería,21,2002,21.3,0,23,8,34.8,1.08,0.38,0.00,0.00,0,0,Matches
306,Anthony Lozano,hn HON,FW,Getafe,30,1993,1.0,0,4,0,0.0,3.91,0.00,0.00,,0,0,Matches
307,Anthony Lozano,hn HON,FW,Almería,30,1993,8.6,3,23,9,39.1,2.68,1.05,0.13,0.33,0,0,Matches
308,Lucas,br BRA,DF,Cádiz,22,2001,17.1,1,11,4,36.4,0.64,0.23,0.09,0.25,0,0,Matches
309,José Luis Gayà,es ESP,DF,Valencia,28,1995,19.9,1,10,1,10.0,0.50,0.05,0.10,1.00,0,0,Matches
310,José Luis Morales,es ESP,"FW,MF",Villarreal,36,1987,11.6,7,26,12,46.2,2.23,1.03,0.27,0.58,0,0,Matches
311,Dodi Lukebakio,be BEL,"MF,FW",Sevilla,25,1997,12.5,5,42,17,40.5,3.36,1.36,0.12,0.29,0,0,Matches
312,Andriy Lunin,ua UKR,GK,Real Madrid,24,1999,21.0,0,0,0,,0.00,0.00,,,0,0,Matches
313,Darwin Machís,ve VEN,MF,Cádiz,30,1993,8.7,4,21,10,47.6,2.41,1.15,0.14,0.30,1,1,Matches
314,Pablo Maffeo,es ESP,"DF,MF",Mallorca,26,1997,16.2,1,11,4,36.4,0.68,0.25,0.09,0.25,0,0,Matches
315,Jon Magunazelaia,es ESP,FW,Real Sociedad,22,2001,1.3,0,4,0,0.0,2.98,0.00,0.00,,0,0,Matches
316,Nemanja Maksimović,rs SRB,MF,Getafe,28,1995,36.3,4,34,15,44.1,0.94,0.41,0.12,0.27,0,0,Matches
317,Giorgi Mamardashvili,ge GEO,GK,Valencia,22,2000,36.5,0,0,0,,0.00,0.00,,,0,0,Matches
318,Wilson Manafá,pt POR,"DF,MF",Granada,29,1994,2.7,0,1,0,0.0,0.37,0.00,0.00,,0,0,Matches
319,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,29,1994,8.1,2,5,3,60.0,0.62,0.37,0.40,0.67,0,0,Matches
320,Aïssa Mandi,dz ALG,DF,Villarreal,31,1991,12.4,1,4,2,50.0,0.32,0.16,0.25,0.50,0,0,Matches
321,Javier Manquillo,es ESP,"DF,MF",Celta Vigo,29,1994,8.3,0,1,0,0.0,0.12,0.00,0.00,,0,0,Matches
322,Faitout Maouassa,fr FRA,DF,Granada,25,1998,2.5,0,5,0,0.0,1.97,0.00,0.00,,0,0,Matches
323,Marcão,br BRA,DF,Sevilla,27,1996,3.9,0,0,0,,0.00,0.00,,,0,0,Matches
324,Óscar de Marcos,es ESP,DF,Athletic Club,34,1989,25.1,1,5,2,40.0,0.20,0.08,0.20,0.50,0,0,Matches
325,Alberto Marí,es ESP,FW,Valencia,22,2001,3.1,1,7,3,42.9,2.28,0.98,0.00,0.00,1,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
326,José Mari,es ESP,MF,Cádiz,35,1987,0.2,0,0,0,,0.00,0.00,,,0,0,Matches
327,José María Giménez,uy URU,DF,Atlético Madrid,28,1995,14.7,0,7,1,14.3,0.48,0.07,0.00,0.00,0,0,Matches
328,Mariano,do DOM,FW,Sevilla,29,1993,2.7,0,14,2,14.3,5.16,0.74,0.00,0.00,0,0,Matches
329,Rafa Marín,es ESP,DF,Alavés,21,2002,27.1,0,13,3,23.1,0.48,0.11,0.00,0.00,0,0,Matches
330,Diego Mariño,es ESP,GK,Almería,33,1990,1.0,0,0,0,,0.00,0.00,,,0,0,Matches
331,Mika Mármol,es ESP,DF,Las Palmas,22,2001,35.3,0,3,0,0.0,0.08,0.00,0.00,,0,0,Matches
332,Unai Marrero,es ESP,GK,Real Sociedad,21,2001,1.6,0,0,0,,0.00,0.00,,,0,0,Matches
333,Roger Martí,es ESP,FW,Cádiz,32,1991,15.1,2,33,12,36.4,2.19,0.79,0.06,0.17,0,0,Matches
334,Iván Martín,es ESP,MF,Girona,24,1999,30.3,5,19,11,57.9,0.63,0.36,0.26,0.45,0,0,Matches
335,Jon Martin,es ESP,DF,Real Sociedad,17,2006,0.3,0,0,0,,0.00,0.00,,,0,0,Matches
336,Mario Martín,es ESP,MF,Real Madrid,19,2004,0.2,0,0,0,,0.00,0.00,,,0,0,Matches
337,Arnau Martinez,es ESP,DF,Girona,20,2003,13.8,0,1,0,0.0,0.07,0.00,0.00,,0,0,Matches
338,Iñigo Martínez,es ESP,DF,Barcelona,32,1991,14.4,0,8,1,12.5,0.56,0.07,0.00,0.00,0,0,Matches
339,Marc Martínez,es ESP,GK,Granada,33,1990,3.0,0,0,0,,0.00,0.00,,,0,0,Matches
340,Marvin,es ESP,"MF,DF",Las Palmas,23,2000,20.6,0,14,3,21.4,0.68,0.15,0.00,0.00,0,0,Matches
341,Omar Mascarell,gq EQG,MF,Mallorca,30,1993,17.5,0,6,0,0.0,0.34,0.00,0.00,,0,0,Matches
342,Jaime Mata,es ESP,"FW,MF",Getafe,34,1988,19.9,5,33,13,39.4,1.66,0.65,0.15,0.38,0,0,Matches
343,Luís Maximiano,pt POR,GK,Almería,24,1999,33.0,0,0,0,,0.00,0.00,,,0,0,Matches
344,Borja Mayoral,es ESP,FW,Getafe,26,1997,23.9,15,47,27,57.4,1.96,1.13,0.23,0.41,4,4,Matches
345,Mamadou Mbaye,sn SEN,DF,Cádiz,25,1998,3.2,0,2,1,50.0,0.62,0.31,0.00,0.00,0,0,Matches
346,Hannibal Mejbri,tn TUN,MF,Sevilla,20,2003,1.2,0,1,0,0.0,0.87,0.00,0.00,,0,0,Matches
347,Óscar Melendo,es ESP,"MF,FW",Granada,25,1997,12.5,0,6,2,33.3,0.48,0.16,0.00,0.00,0,0,Matches
348,Gonzalo Melero,es ESP,"MF,FW",Almería,29,1994,12.3,1,14,4,28.6,1.14,0.33,0.07,0.25,0,0,Matches
349,Memphis,nl NED,FW,Atlético Madrid,29,1994,9.9,5,38,15,39.5,3.83,1.51,0.13,0.33,0,0,Matches
350,Houboulang Mendes,gw GNB,DF,Almería,25,1998,4.4,0,1,0,0.0,0.23,0.00,0.00,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
351,Tomás Mendes,es ESP,MF,Alavés,18,2004,0.1,0,0,0,,0.00,0.00,,,0,0,Matches
352,Brais Méndez,es ESP,"MF,FW",Real Sociedad,26,1997,26.8,5,66,17,25.8,2.46,0.63,0.08,0.29,0,0,Matches
353,Bruno Méndez,uy URU,DF,Granada,23,1999,14.8,2,8,5,62.5,0.54,0.34,0.25,0.40,0,0,Matches
354,Diego Méndez,es ESP,MF,Rayo Vallecano,19,2003,0.1,0,0,0,,0.00,0.00,,,0,0,Matches
355,Ferland Mendy,fr FRA,DF,Real Madrid,28,1995,19.1,0,5,2,40.0,0.26,0.10,0.00,0.00,0,0,Matches
356,Jorge Meré,es ESP,DF,Cádiz,26,1997,7.5,0,4,1,25.0,0.53,0.13,0.00,0.00,0,0,Matches
357,Mikel Merino,es ESP,MF,Real Sociedad,27,1996,27.6,5,30,11,36.7,1.09,0.40,0.17,0.45,0,0,Matches
358,Omenuke Mfulu,cd COD,MF,Las Palmas,29,1994,0.9,0,0,0,,0.00,0.00,,,0,0,Matches
359,Miguel,es ESP,FW,Alavés,23,1999,0.7,0,2,1,50.0,2.77,1.38,0.00,0.00,0,0,Matches
360,Éder Militão,br BRA,DF,Real Madrid,25,1998,5.5,0,2,2,100.0,0.36,0.36,0.00,0.00,0,0,Matches
361,Luis Milla,es ESP,MF,Getafe,28,1994,23.5,0,16,5,31.3,0.68,0.21,0.00,0.00,0,0,Matches
362,Marko Milovanović,rs SRB,FW,Almería,19,2003,3.4,1,5,1,20.0,1.46,0.29,0.20,1.00,0,0,Matches
363,Óscar Mingueza,es ESP,"DF,MF",Celta Vigo,24,1999,33.3,2,28,13,46.4,0.84,0.39,0.07,0.15,0,0,Matches
364,Ignasi Miquel,es ESP,DF,Granada,30,1992,33.2,1,22,8,36.4,0.66,0.24,0.05,0.13,0,0,Matches
365,Rafa Mir,es ESP,FW,Sevilla,26,1997,4.3,2,15,7,46.7,3.45,1.61,0.13,0.29,0,0,Matches
366,Juan Miranda,es ESP,DF,Real Betis,23,2000,20.6,1,16,6,37.5,0.78,0.29,0.06,0.17,0,0,Matches
367,Stefan Mitrović,rs SRB,DF,Getafe,33,1990,7.8,1,1,1,100.0,0.13,0.13,1.00,1.00,0,0,Matches
368,Luka Modrić,hr CRO,MF,Real Madrid,37,1985,18.8,2,25,10,40.0,1.33,0.53,0.08,0.20,0,0,Matches
369,Johan Mojica,co COL,"DF,MF",Osasuna,30,1992,22.7,0,17,1,5.9,0.75,0.04,0.00,0.00,0,0,Matches
370,Alberto Moleiro,es ESP,"MF,FW",Las Palmas,19,2003,20.0,3,33,10,30.3,1.65,0.50,0.09,0.30,0,0,Matches
371,Nahuel Molina,ar ARG,"MF,DF",Atlético Madrid,25,1998,20.6,2,12,5,41.7,0.58,0.24,0.17,0.40,0,0,Matches
372,Jon Moncayola,es ESP,MF,Osasuna,25,1998,20.0,1,16,5,31.3,0.80,0.25,0.06,0.20,0,0,Matches
373,César Montes,mx MEX,DF,Almería,26,1997,19.9,0,13,2,15.4,0.65,0.10,0.00,0.00,0,0,Matches
374,Álvaro Morata,es ESP,FW,Atlético Madrid,30,1992,21.2,15,67,34,50.7,3.17,1.61,0.22,0.44,0,1,Matches
375,Alberto Moreno,es ESP,DF,Villarreal,31,1992,16.5,2,17,5,29.4,1.03,0.30,0.12,0.40,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
376,Gerard Moreno,es ESP,FW,Villarreal,31,1992,24.6,10,63,21,33.3,2.56,0.85,0.13,0.38,2,3,Matches
377,Jorge Moreno,es ESP,DF,Osasuna,22,2001,0.2,0,0,0,,0.00,0.00,,,0,0,Matches
378,Ilaix Moriba,gn GUI,MF,Getafe,20,2003,6.7,0,4,1,25.0,0.60,0.15,0.00,0.00,0,0,Matches
379,Manu Morlanes,es ESP,MF,Mallorca,24,1999,17.9,0,11,4,36.4,0.61,0.22,0.00,0.00,0,0,Matches
380,Cristhian Mosquera,es ESP,DF,Valencia,19,2004,34.2,0,9,2,22.2,0.26,0.06,0.00,0.00,0,0,Matches
381,Yerson Mosquera,co COL,DF,Villarreal,22,2001,13.7,2,10,4,40.0,0.73,0.29,0.20,0.50,0,0,Matches
382,Abdul Mumin,gh GHA,DF,Rayo Vallecano,25,1998,18.8,1,6,1,16.7,0.32,0.05,0.17,1.00,0,0,Matches
383,Iker Muniain,es ESP,MF,Athletic Club,30,1992,6.6,2,13,7,53.8,1.97,1.06,0.15,0.29,0,0,Matches
384,Aihen Muñoz,es ESP,DF,Real Sociedad,25,1997,12.5,0,7,2,28.6,0.56,0.16,0.00,0.00,0,0,Matches
385,Iker Muñoz,es ESP,MF,Osasuna,20,2002,20.6,4,23,6,26.1,1.12,0.29,0.17,0.67,0,0,Matches
386,Javier Muñoz,es ESP,MF,Las Palmas,28,1995,29.3,2,38,9,23.7,1.30,0.31,0.05,0.22,0,0,Matches
387,Vedat Muriqi,xk KVX,FW,Mallorca,29,1994,25.9,7,66,25,37.9,2.55,0.97,0.09,0.24,1,3,Matches
388,Nacho,es ESP,DF,Real Madrid,33,1990,19.4,0,5,1,20.0,0.26,0.05,0.00,0.00,0,0,Matches
389,Matija Nastasić,rs SRB,DF,Mallorca,30,1993,25.1,2,8,2,25.0,0.32,0.08,0.25,1.00,0,0,Matches
390,Roberto Navarro,es ESP,MF,Cádiz,21,2002,21.0,1,30,9,30.0,1.43,0.43,0.03,0.11,0,0,Matches
391,Jesús Navas,es ESP,"DF,MF",Sevilla,37,1985,22.3,0,7,2,28.6,0.31,0.09,0.00,0.00,0,0,Matches
392,Álvaro Negredo,es ESP,FW,Cádiz,37,1985,0.6,0,3,1,33.3,5.00,1.67,0.00,0.00,0,0,Matches
393,Carlos Neva,es ESP,DF,Granada,27,1996,35.0,0,4,0,0.0,0.11,0.00,0.00,,0,0,Matches
394,Tanguy Nianzou,fr FRA,DF,Sevilla,21,2002,3.5,0,1,0,0.0,0.28,0.00,0.00,,0,0,Matches
395,Saúl Ñíguez,es ESP,MF,Atlético Madrid,28,1994,15.3,1,16,4,25.0,1.05,0.26,0.06,0.25,0,0,Matches
396,Peru Nolaskoain,es ESP,"DF,MF",Athletic Club,24,1998,0.1,0,0,0,,0.00,0.00,,,0,0,Matches
397,Randy Nteka,ao ANG,FW,Rayo Vallecano,25,1997,6.4,1,15,6,40.0,2.36,0.94,0.00,0.00,1,1,Matches
