Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 24_level_0
68,Iddrisu Baba,gh GHA,MF,Almería,29,1996,23,15,1477,16.4,0,1,1,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,Matches
69,Édgar Badía,es ESP,GK,Cultural Leonesa,33,1992,41,41,3690,41.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
70,Sinan Bakış,tr TUR,FW,Zaragoza,31,1994,9,0,147,1.6,2,0,2,2,0,0,2,1,1.22,0.00,1.22,1.22,1.22,Matches
71,Jon Balda,es ESP,DF,Real Sociedad B,23,2002,34,30,2662,29.6,2,2,4,2,0,0,13,1,0.07,0.07,0.14,0.07,0.14,Matches
72,Miguel Bañuz,es ESP,GK,Cultural Leonesa,32,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
73,Léo Baptistão,br BRA,"MF,FW",Almería,32,1992,36,25,1969,21.9,9,2,11,9,0,0,7,1,0.41,0.09,0.50,0.41,0.50,Matches
74,Adrian Baquerin,es ESP,FW,Valladolid,18,2007,8,0,110,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
75,Barcia,es ESP,DF,Las Palmas,24,2000,34,34,3015,33.5,1,1,2,1,0,0,7,1,0.03,0.03,0.06,0.03,0.06,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
76,Daniel Barcia,es ESP,DF,Dep. La Coruña,22,2003,25,21,1889,21.0,2,1,3,2,0,0,8,0,0.10,0.05,0.14,0.10,0.14,Matches
77,Keidi Bare,al ALB,MF,Zaragoza,27,1997,25,21,1749,19.4,0,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,Matches
78,Ismael Barea,es ESP,MF,Mirandés,20,2005,11,8,642,7.1,1,0,1,1,0,0,3,0,0.14,0.00,0.14,0.14,0.14,Matches
79,Hugo Barrachina,es ESP,DF,Zaragoza,18,2006,2,0,61,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
80,Barri,es ESP,MF,Castellón,29,1995,39,36,2941,32.7,4,3,7,4,0,0,9,0,0.12,0.09,0.21,0.12,0.21,Matches
81,Matia Barzic,hr CRO,DF,Cultural Leonesa,21,2004,34,32,2847,31.6,2,0,2,2,0,0,15,1,0.06,0.00,0.06,0.06,0.06,Matches
82,Aboubacar Bassinga,bf BFA,"FW,MF",Ceuta,20,2005,26,7,836,9.3,2,1,3,2,0,0,4,0,0.22,0.11,0.32,0.22,0.32,Matches
83,Jon Bautista,es ESP,FW,Eibar,30,1995,37,21,2114,23.5,6,1,7,6,0,1,2,0,0.26,0.04,0.30,0.26,0.30,Matches
84,Rafael Bauza,es ESP,MF,Mirandés,20,2005,38,38,3254,36.2,4,3,7,4,0,0,12,0,0.11,0.08,0.19,0.11,0.19,Matches
85,Samed Baždar,ba BIH,FW,Zaragoza,21,2004,8,2,227,2.5,1,0,1,1,0,0,1,0,0.40,0.00,0.40,0.40,0.40,Matches
86,Luken Beitia,es ESP,DF,Real Sociedad B,21,2004,27,26,2327,25.9,1,1,2,1,0,0,3,0,0.04,0.04,0.08,0.04,0.08,Matches
87,Liberto Beltrán,es ESP,"MF,DF",Huesca,28,1996,26,9,1092,12.1,2,0,2,2,0,0,3,0,0.16,0.00,0.16,0.16,0.16,Matches
88,Nicolás Benedetti,co COL,"FW,MF",Las Palmas,28,1997,5,0,73,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
89,Daniel Bernabéu,,DF,Albacete,,,8,4,322,3.6,0,1,1,0,0,0,1,0,0.00,0.28,0.28,0.00,0.28,Matches
90,Jesús Bernal,es ESP,MF,Sporting Gijón,28,1996,17,4,521,5.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
91,Juan Bernat,es ESP,DF,Eibar,32,1993,10,2,223,2.5,0,1,1,0,0,0,1,0,0.00,0.40,0.40,0.00,0.40,Matches
92,Jefté Betancor,es ESP,FW,Albacete,32,1993,38,24,1987,22.1,14,0,14,9,5,5,4,0,0.63,0.00,0.63,0.41,0.41,Matches
93,Arick Betancourt,es ESP,FW,Ceuta,21,2004,5,1,149,1.7,0,1,1,0,0,0,0,0,0.00,0.60,0.60,0.00,0.60,Matches
94,Bicho,es ESP,MF,Cultural Leonesa,29,1996,34,21,2172,24.1,1,3,4,1,0,0,4,0,0.04,0.12,0.17,0.04,0.17,Matches
95,Stipe Biuk,hr CRO,MF,Valladolid,22,2002,37,24,2122,23.6,1,5,6,1,0,0,5,0,0.04,0.21,0.25,0.04,0.25,Matches
96,Yann Bodiger,fr FRA,"MF,DF",Ceuta,30,1995,38,19,1919,21.3,1,0,1,1,0,0,5,0,0.05,0.00,0.05,0.05,0.05,Matches
97,Marc Bombardó,es ESP,DF,FC Andorra,19,2005,19,15,1325,14.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
98,Federico Bonini,it ITA,DF,Almería,23,2001,35,35,3101,34.5,1,1,2,1,0,0,6,1,0.03,0.03,0.06,0.03,0.06,Matches
99,Mohamed Bouldini,ma MAR,FW,Granada,29,1995,14,2,270,3.0,0,1,1,0,0,0,3,0,0.00,0.33,0.33,0.00,0.33,Matches
100,Mohamed Bouldini,ma MAR,FW,Dep. La Coruña,29,1995,2,0,43,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
101,Darko Brašanac,rs SRB,MF,Málaga,33,1992,11,3,300,3.3,1,0,1,1,0,0,1,1,0.30,0.00,0.30,0.30,0.30,Matches
102,Iker Bravo,es ESP,FW,Las Palmas,20,2005,17,2,388,4.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
103,Diego Bri,es ESP,DF,Córdoba,22,2002,28,11,1199,13.3,3,3,6,3,0,0,0,0,0.23,0.23,0.45,0.23,0.45,Matches
104,Fabrizio Brignani,it ITA,DF,Castellón,27,1998,32,23,1985,22.1,6,0,6,6,0,0,9,0,0.27,0.00,0.27,0.27,0.27,Matches
105,Guille Bueno,es ESP,DF,Valladolid,22,2002,19,17,1453,16.1,0,1,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matches
106,Aitor Buñuel,es ESP,DF,Burgos,27,1998,8,4,427,4.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
107,Leonardo Buta,pt POR,DF,Eibar,23,2002,14,12,935,10.4,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches
108,Yeray Cabanzón,es ESP,MF,Racing Sant,22,2003,10,1,165,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
109,Yeray Cabanzón,es ESP,"FW,MF",FC Andorra,22,2003,17,10,866,9.6,2,4,6,2,0,0,3,0,0.21,0.42,0.62,0.21,0.62,Matches
110,Jorge Cabello,es ESP,DF,Mirandés,21,2004,22,21,1878,20.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
111,Agustín Cacabelos,ar ARG,"MF,FW",Cultural Leonesa,29,1996,14,9,651,7.2,1,1,2,1,0,0,1,0,0.14,0.14,0.28,0.14,0.28,Matches
112,Alfred Caicedo,ec ECU,DF,Cádiz,20,2004,14,7,738,8.2,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
113,Jordy Caicedo,ec ECU,FW,Sporting Gijón,27,1997,10,0,130,1.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
114,Álex Calatrava,es ESP,"FW,MF",Castellón,25,2000,41,40,3477,38.6,14,8,22,11,3,3,5,0,0.36,0.21,0.57,0.28,0.49,Matches
115,Iker Calderon,es ESP,DF,Real Sociedad B,19,2006,7,4,292,3.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
116,Iván Calero,es ESP,"MF,DF",Cultural Leonesa,30,1995,33,25,2277,25.3,3,5,8,3,0,0,3,2,0.12,0.20,0.32,0.12,0.32,Matches
117,Iván Calero,es ESP,"DF,MF",Zaragoza,30,1995,2,0,43,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
118,Álex Calvo,es ESP,"DF,MF",FC Andorra,21,2004,17,5,676,7.5,1,0,1,1,0,0,1,0,0.13,0.00,0.13,0.13,0.13,Matches
119,Dawda Camara,mr MTN,FW,Cádiz,22,2002,34,15,1679,18.7,4,0,4,4,0,0,4,0,0.21,0.00,0.21,0.21,0.21,Matches
120,Ousmane Camara,gn GUI,FW,Castellón,23,2001,35,27,2262,25.1,12,3,15,12,0,0,7,0,0.48,0.12,0.60,0.48,0.60,Matches
121,Sulei Camara,gm GAM,MF,Racing Sant,23,2001,33,4,814,9.0,2,1,3,2,0,0,4,0,0.22,0.11,0.33,0.22,0.33,Matches
122,José Campaña,es ESP,MF,Ceuta,32,1993,12,6,426,4.7,1,2,3,1,0,0,1,0,0.21,0.42,0.63,0.21,0.63,Matches
123,Andrés Campos,es ESP,MF,Leganés,23,2002,4,0,43,0.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
124,Gaspar Campos,es ESP,MF,Sporting Gijón,25,2000,36,24,2131,23.7,5,3,8,5,0,0,3,0,0.21,0.13,0.34,0.21,0.34,Matches
125,Peio Canales,es ESP,MF,Racing Sant,20,2005,35,33,2849,31.7,6,9,15,6,0,0,4,1,0.19,0.28,0.47,0.19,0.47,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
126,Sergi Canós,es ESP,MF,Valladolid,28,1997,21,12,994,11.0,2,1,3,2,0,0,3,0,0.18,0.09,0.27,0.18,0.27,Matches
127,Álex Cantero,es ESP,"MF,FW",Huesca,25,2000,14,5,484,5.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
128,Ander Cantero,es ESP,GK,Burgos,30,1995,42,42,3780,42.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
129,Mario Cantero,es ESP,MF,Burgos,23,2002,10,2,158,1.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
130,Yago Cantero,es ESP,DF,Ceuta,25,2000,11,7,632,7.0,0,0,0,0,0,0,3,2,0.00,0.00,0.00,0.00,0.00,Matches
131,Albert Caparrós,es ESP,DF,Ceuta,26,1998,15,9,828,9.2,1,0,1,1,0,0,2,0,0.11,0.00,0.11,0.11,0.11,Matches
132,Tomás Carbonell,es ESP,MF,Real Sociedad B,20,2005,35,34,2960,32.9,1,1,2,1,0,0,12,0,0.03,0.03,0.06,0.03,0.06,Matches
133,Isaac Carcelen,es ESP,DF,Cádiz,32,1993,30,28,2357,26.2,0,3,3,0,0,1,6,0,0.00,0.11,0.11,0.00,0.11,Matches
134,Álex Cardero,es ESP,"MF,FW",Mirandés,21,2003,17,5,607,6.7,1,1,2,1,0,0,4,0,0.15,0.15,0.30,0.15,0.30,Matches
135,Marc Cardona,es ESP,MF,Las Palmas,30,1995,6,1,138,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
136,Marc Cardona,es ESP,FW,FC Andorra,30,1995,9,3,245,2.7,3,0,3,3,0,0,1,0,1.10,0.00,1.10,1.10,1.10,Matches
137,José Carlos Lazo,es ESP,MF,Albacete,29,1996,33,14,1301,14.5,3,2,5,3,0,0,5,0,0.21,0.14,0.35,0.21,0.35,Matches
138,Manex Carmona,es ESP,FW,Racing Sant,18,2007,4,2,225,2.5,2,1,3,2,0,0,0,0,0.80,0.40,1.20,0.80,1.20,Matches
139,Cristian Carracedo,es ESP,"FW,MF",Córdoba,29,1995,39,38,3139,34.9,3,13,16,0,3,3,9,0,0.09,0.37,0.46,0.00,0.37,Matches
140,Gorka Carrera,es ESP,FW,Real Sociedad B,20,2005,38,32,2946,32.7,15,3,18,15,0,0,12,0,0.46,0.09,0.55,0.46,0.55,Matches
141,Álvaro Carrillo,es ESP,DF,Huesca,23,2002,33,25,2305,25.6,3,3,6,3,0,0,6,1,0.12,0.12,0.23,0.12,0.23,Matches
142,Thomas Carrique,fr FRA,DF,FC Andorra,26,1999,39,36,3137,34.9,0,5,5,0,0,0,6,0,0.00,0.14,0.14,0.00,0.14,Matches
143,Ángel Carvajal,es ESP,"MF,FW",Valladolid,21,2004,4,2,179,2.0,1,0,1,1,0,0,0,0,0.50,0.00,0.50,0.50,0.50,Matches
144,Pau Casadesús,es ESP,"DF,MF",Granada,21,2003,25,15,1409,15.7,1,0,1,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,Matches
145,Javier Castro,es ESP,DF,Racing Sant,24,2000,32,21,2042,22.7,2,1,3,2,0,0,3,0,0.09,0.04,0.13,0.09,0.13,Matches
146,Edward Cedeño,pa PAN,MF,Las Palmas,22,2003,7,1,101,1.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
147,Álex Centelles,es ESP,"DF,MF",Almería,27,1997,22,10,1103,12.3,0,1,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,Matches
148,Josep Cerdà,es ESP,"FW,MF",FC Andorra,22,2003,23,18,1507,16.7,10,3,13,10,0,0,3,0,0.60,0.18,0.78,0.60,0.78,Matches
149,Luis Chacón,es ESP,"MF,FW",Cultural Leonesa,25,2000,40,39,3442,38.2,8,3,11,7,1,1,3,0,0.21,0.08,0.29,0.18,0.26,Matches
150,Chapela,es ESP,MF,Burgos,26,1999,4,1,178,2.0,0,1,1,0,0,0,1,0,0.00,0.51,0.51,0.00,0.51,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
151,Willy Chatiliez,cl CHI,MF,Huesca,20,2005,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
152,Daijiro Chirino,cw CUW,DF,Almería,23,2002,32,22,2061,22.9,3,1,4,3,0,0,9,1,0.13,0.04,0.17,0.13,0.17,Matches
153,Victor Chumachenko,es ESP,MF,FC Andorra,19,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
154,Chumi,es ESP,DF,Almería,26,1999,5,4,321,3.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
155,Chupete,es ESP,FW,Málaga,20,2004,39,29,2649,29.4,24,5,29,18,6,8,3,0,0.82,0.17,0.99,0.61,0.78,Matches
156,Churripi,es ESP,GK,Las Palmas,31,1994,2,1,141,1.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
157,Brian Cipenga,cd COD,"MF,FW",Castellón,27,1998,30,24,2247,25.0,6,9,15,6,0,0,1,0,0.24,0.36,0.60,0.24,0.60,Matches
158,Seydouba Cissé,gn GUI,MF,Leganés,24,2001,35,29,2477,27.5,3,2,5,3,0,0,8,1,0.11,0.07,0.18,0.11,0.18,Matches
