Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
326,Pablo Maffeo,es ESP,DF,Mallorca,24,1997,35,35,2945,32.7,1,4,5,1,0,0,10,0,0.03,0.12,0.15,0.03,0.15,Matches
327,Nemanja Maksimović,rs SRB,MF,Getafe,26,1995,35,34,2936,32.6,1,2,3,1,0,0,5,0,0.03,0.06,0.09,0.03,0.09,Matches
328,Hugo Mallo,es ESP,DF,Celta Vigo,30,1991,21,21,1826,20.3,1,1,2,1,0,0,5,2,0.05,0.05,0.10,0.05,0.10,Matches
329,Mickael Malsa,mq MTQ,MF,Levante,25,1995,26,11,1143,12.7,1,2,3,1,0,0,7,0,0.08,0.16,0.24,0.08,0.24,Matches
330,Giorgi Mamardashvili,ge GEO,GK,Valencia,20,2000,18,18,1620,18.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
331,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,27,1994,17,15,1298,14.4,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
332,Aïssa Mandi,dz ALG,DF,Villarreal,29,1991,17,14,1375,15.3,1,0,1,1,0,0,3,0,0.07,0.00,0.07,0.07,0.07,Matches
333,Nikola Maraš,rs SRB,DF,Rayo Vallecano,25,1995,16,11,1044,11.6,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
334,Marcelo,br BRA,DF,Real Madrid,33,1988,12,5,525,5.8,0,2,2,0,0,0,0,0,0.00,0.34,0.34,0.00,0.34,Matches
335,Iván Marcone,ar ARG,MF,Elche,31,1990,20,10,809,9.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
336,Óscar de Marcos,es ESP,DF,Athletic Club,32,1989,22,19,1679,18.7,1,2,3,1,0,0,5,0,0.05,0.11,0.16,0.05,0.16,Matches
337,José Mari,es ESP,MF,Cádiz,33,1987,11,4,386,4.3,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
338,José María Giménez,uy URU,DF,Atlético Madrid,26,1995,24,24,2042,22.7,1,1,2,1,0,0,7,0,0.04,0.04,0.09,0.04,0.09,Matches
339,Mariano,do DOM,FW,Real Madrid,27,1993,9,3,342,3.8,1,1,2,1,0,0,2,0,0.26,0.26,0.53,0.26,0.53,Matches
340,Mika Mármol,es ESP,DF,Barcelona,20,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
341,Roger Martí,es ESP,FW,Levante,30,1991,29,25,2115,23.5,7,3,10,6,1,3,8,0,0.30,0.13,0.43,0.26,0.38,Matches
342,Anthony Martial,fr FRA,"FW,MF",Sevilla,25,1995,9,7,490,5.4,0,1,1,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18,Matches
343,Martín,es ESP,MF,Cádiz,22,1999,6,1,115,1.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
344,Ander Martin,es ESP,MF,Real Sociedad,20,2000,5,1,88,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
345,Andrés Martín,es ESP,FW,Rayo Vallecano,22,1999,7,1,186,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
346,Carlos Martín,es ESP,"FW,MF",Atlético Madrid,19,2002,1,0,6,0.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
347,Iván Martín,es ESP,MF,Alavés,22,1999,6,2,166,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
348,Iñigo Martínez,es ESP,DF,Athletic Club,30,1991,27,26,2341,26.0,3,0,3,3,0,0,9,2,0.12,0.00,0.12,0.12,0.12,Matches
349,Javi Martínez,es ESP,MF,Osasuna,21,1999,26,9,879,9.8,1,1,2,1,0,0,1,0,0.10,0.10,0.20,0.10,0.20,Matches
350,Pablo Martínez,es ESP,MF,Levante,23,1998,13,7,656,7.3,0,1,1,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
351,Omar Mascarell,gq EQG,MF,Elche,28,1993,32,30,2493,27.7,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
352,Jaime Mata,es ESP,FW,Getafe,32,1988,22,4,672,7.5,1,0,1,1,0,0,7,0,0.13,0.00,0.13,0.13,0.13,Matches
353,Marcos Mauro,ar ARG,DF,Cádiz,30,1991,3,1,136,1.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
354,Luís Maximiano,pt POR,GK,Granada,22,1999,35,35,3136,34.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
355,Borja Mayoral,es ESP,FW,Getafe,24,1997,18,11,1044,11.6,6,1,7,5,1,1,3,0,0.52,0.09,0.60,0.43,0.52,Matches
356,Jordi Mboula,es ESP,"MF,FW",Mallorca,22,1999,11,5,434,4.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
357,Óscar Melendo,es ESP,MF,Espanyol,23,1997,21,14,990,11.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
358,Gonzalo Melero,es ESP,MF,Levante,27,1994,29,20,1692,18.8,7,2,9,5,2,2,5,0,0.37,0.11,0.48,0.27,0.37,Matches
359,Memphis,nl NED,FW,Barcelona,27,1994,28,20,1851,20.6,12,2,14,8,4,5,3,0,0.58,0.10,0.68,0.39,0.49,Matches
360,Tomás Mendes,es ESP,MF,Alavés,16,2004,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
361,Brais Méndez,es ESP,MF,Celta Vigo,24,1997,37,36,3021,33.6,4,5,9,4,0,0,8,0,0.12,0.15,0.27,0.12,0.27,Matches
362,Édgar Méndez,es ESP,"MF,FW",Alavés,31,1990,32,17,1614,17.9,1,1,2,1,0,0,6,0,0.06,0.06,0.11,0.06,0.11,Matches
363,Ferland Mendy,fr FRA,DF,Real Madrid,26,1995,22,20,1734,19.3,2,1,3,2,0,0,4,0,0.10,0.05,0.16,0.10,0.16,Matches
364,Fran Mérida,es ESP,MF,Espanyol,31,1990,10,3,266,3.0,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
365,Mikel Merino,es ESP,MF,Real Sociedad,25,1996,34,33,2890,32.1,3,2,5,3,0,0,8,0,0.09,0.06,0.16,0.09,0.16,Matches
366,Martín Merquelanz,es ESP,MF,Rayo Vallecano,26,1995,4,3,173,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
367,Matt Miazga,us USA,DF,Alavés,26,1995,11,9,833,9.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
368,Miguel,es ESP,"FW,MF",Alavés,21,1999,22,10,829,9.2,1,1,2,1,0,0,2,0,0.11,0.11,0.22,0.11,0.22,Matches
369,Éder Militão,br BRA,DF,Real Madrid,23,1998,34,34,3031,33.7,1,2,3,1,0,0,5,0,0.03,0.06,0.09,0.03,0.09,Matches
370,Luis Milla,es ESP,MF,Granada,26,1994,34,33,2773,30.8,3,3,6,0,3,3,4,0,0.10,0.10,0.19,0.00,0.10,Matches
371,Pere Milla,es ESP,"FW,MF",Elche,28,1992,32,17,1644,18.3,8,3,11,8,0,0,4,0,0.44,0.16,0.60,0.44,0.60,Matches
372,Santi Mina,es ESP,FW,Celta Vigo,25,1995,33,30,2367,26.3,7,3,10,7,0,1,4,0,0.27,0.11,0.38,0.27,0.38,Matches
373,Óscar Mingueza,es ESP,DF,Barcelona,22,1999,19,9,894,9.9,0,1,1,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,Matches
374,Rafa Mir,es ESP,FW,Sevilla,24,1997,34,18,1808,20.1,10,0,10,10,0,0,6,0,0.50,0.00,0.50,0.50,0.50,Matches
375,Jorge Miramón,es ESP,"DF,MF",Levante,32,1989,29,22,1977,22.0,1,0,1,1,0,0,5,0,0.05,0.00,0.05,0.05,0.05,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
376,Juan Miranda,es ESP,DF,Real Betis,21,2000,13,9,783,8.7,0,2,2,0,0,0,3,0,0.00,0.23,0.23,0.00,0.23,Matches
377,Stefan Mitrović,rs SRB,DF,Getafe,31,1990,32,31,2667,29.6,1,0,1,1,0,0,8,1,0.03,0.00,0.03,0.03,0.03,Matches
378,Luka Modrić,hr CRO,MF,Real Madrid,35,1985,28,25,2032,22.6,2,8,10,1,1,1,4,0,0.09,0.35,0.44,0.04,0.40,Matches
379,Johan Mojica,co COL,"DF,MF",Elche,28,1992,33,32,2855,31.7,2,5,7,2,0,0,4,1,0.06,0.16,0.22,0.06,0.22,Matches
380,Jorge Molina,es ESP,FW,Granada,39,1982,35,19,1966,21.8,10,5,15,10,0,1,2,0,0.46,0.23,0.69,0.46,0.69,Matches
381,Jon Moncayola,es ESP,MF,Osasuna,23,1998,36,33,2915,32.4,2,3,5,2,0,0,2,0,0.06,0.09,0.15,0.06,0.15,Matches
382,Monchu,es ESP,MF,Granada,21,1999,14,7,668,7.4,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
383,Gonzalo Montiel,ar ARG,DF,Sevilla,24,1997,18,15,1066,11.8,1,2,3,1,0,0,7,0,0.08,0.17,0.25,0.08,0.25,Matches
384,Ángel Montoro,es ESP,MF,Granada,33,1988,24,13,1331,14.8,1,1,2,1,0,0,5,0,0.07,0.07,0.14,0.07,0.14,Matches
385,Martín Montoya,es ESP,DF,Real Betis,30,1991,6,6,518,5.8,0,1,1,0,0,0,2,0,0.00,0.17,0.17,0.00,0.17,Matches
386,Jon Morcillo,es ESP,MF,Athletic Club,22,1998,7,0,54,0.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
387,Alberto Moreno,es ESP,"MF,DF",Villarreal,29,1992,24,13,1223,13.6,3,2,5,3,0,0,3,0,0.22,0.15,0.37,0.22,0.37,Matches
388,Álex Moreno,es ESP,DF,Real Betis,28,1993,30,28,2404,26.7,5,3,8,5,0,0,3,1,0.19,0.11,0.30,0.19,0.30,Matches
389,Gerard Moreno,es ESP,FW,Villarreal,29,1992,17,14,1191,13.2,9,3,12,8,1,2,2,0,0.68,0.23,0.91,0.60,0.83,Matches
390,Tete Morente,es ESP,MF,Elche,24,1996,32,18,1632,18.1,3,3,6,3,0,0,4,0,0.17,0.17,0.33,0.17,0.33,Matches
391,Ilaix Moriba,gn GUI,MF,Valencia,18,2003,14,9,818,9.1,0,0,0,0,0,0,9,1,0.00,0.00,0.00,0.00,0.00,Matches
392,Manu Morlanes,es ESP,MF,Espanyol,22,1999,27,11,1144,12.7,2,0,2,2,0,0,6,1,0.16,0.00,0.16,0.16,0.16,Matches
393,Loren Morón,es ESP,"FW,MF",Espanyol,27,1993,21,4,563,6.3,1,0,1,1,0,0,0,0,0.16,0.00,0.16,0.16,0.16,Matches
394,Loren Morón,es ESP,FW,Real Betis,27,1993,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
395,Cristhian Mosquera,es ESP,DF,Valencia,17,2004,6,3,212,2.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
396,Toni Moya,es ESP,MF,Alavés,23,1998,28,17,1386,15.4,0,1,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matches
397,Iker Muniain,es ESP,MF,Athletic Club,28,1992,35,34,2785,30.9,4,10,14,3,1,3,3,0,0.13,0.32,0.45,0.10,0.42,Matches
398,Aihen Muñoz,es ESP,DF,Real Sociedad,23,1997,20,15,1342,14.9,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches
399,Jeison Murillo,co COL,DF,Celta Vigo,29,1992,19,12,1117,12.4,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches
400,Vedat Muriqi,xk KVX,FW,Mallorca,27,1994,16,16,1438,16.0,5,3,8,3,2,2,6,0,0.31,0.19,0.50,0.19,0.38,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
401,Yunus Musah,us USA,"MF,FW",Valencia,18,2002,29,13,1259,14.0,1,0,1,1,0,0,5,0,0.07,0.00,0.07,0.07,0.07,Matches
402,Shkodran Mustafi,de GER,DF,Levante,29,1992,11,8,658,7.3,1,0,1,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14,Matches
403,Nacho,es ESP,DF,Real Madrid,31,1990,28,17,1555,17.3,3,0,3,3,0,0,7,0,0.17,0.00,0.17,0.17,0.17,Matches
404,Roberto Navarro,es ESP,"MF,FW",Real Sociedad,19,2002,6,3,199,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
405,Ximo Navarro,es ESP,DF,Alavés,31,1990,18,16,1347,15.0,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches
406,Jesús Navas,es ESP,DF,Sevilla,35,1985,25,19,1786,19.8,0,3,3,0,0,0,4,0,0.00,0.15,0.15,0.00,0.15,Matches
407,Álvaro Negredo,es ESP,FW,Cádiz,35,1985,34,24,2157,24.0,7,2,9,5,2,3,3,0,0.29,0.08,0.38,0.21,0.29,Matches
408,Neto,br BRA,GK,Barcelona,32,1989,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
409,Carlos Neva,es ESP,DF,Granada,25,1996,26,24,2108,23.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
410,Saúl Ñíguez,es ESP,MF,Atlético Madrid,26,1994,3,2,201,2.2,0,1,1,0,0,0,0,0,0.00,0.45,0.45,0.00,0.45,Matches
411,Fernando Niño,es ESP,FW,Mallorca,20,2000,23,9,884,9.8,2,0,2,2,0,0,2,0,0.20,0.00,0.20,0.20,0.20,Matches
412,Peru Nolaskoain,es ESP,"DF,MF",Athletic Club,22,1998,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
413,Nolito,es ESP,MF,Celta Vigo,34,1986,32,15,1384,15.4,2,0,2,2,0,0,2,0,0.13,0.00,0.13,0.13,0.13,Matches
414,Randy Nteka,ao ANG,"MF,FW",Rayo Vallecano,23,1997,34,16,1462,16.2,3,0,3,3,0,0,2,0,0.18,0.00,0.18,0.18,0.18,Matches
415,Unai Núñez,es ESP,DF,Athletic Club,24,1997,9,7,622,6.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
416,Allan Nyom,cm CMR,DF,Getafe,33,1988,5,3,244,2.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
417,Jan Oblak,si SVN,GK,Atlético Madrid,28,1993,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
418,Lucas Ocampos,ar ARG,"FW,MF",Sevilla,27,1994,30,23,2125,23.6,6,4,10,6,0,0,7,0,0.25,0.17,0.42,0.25,0.42,Matches
419,Lucas Olaza,uy URU,"DF,MF",Elche,27,1994,5,3,295,3.3,1,0,1,1,0,0,1,0,0.31,0.00,0.31,0.31,0.31,Matches
420,Oier Olazábal,es ESP,GK,Espanyol,31,1989,2,1,135,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
421,Brian Oliván,es ESP,DF,Mallorca,27,1994,28,24,2189,24.3,1,0,1,1,0,1,7,0,0.04,0.00,0.04,0.04,0.04,Matches
422,Mathías Olivera,uy URU,"DF,MF",Getafe,23,1997,32,32,2803,31.1,1,3,4,1,0,0,10,0,0.03,0.10,0.13,0.03,0.13,Matches
423,Javier Ontiveros,es ESP,"FW,MF",Osasuna,23,1997,3,0,39,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
424,Pedro Ortiz,es ESP,MF,Sevilla,20,2000,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
425,Milutin Osmajić,me MNE,FW,Cádiz,22,1999,10,2,257,2.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
426,Jesús Owono,gq EQG,GK,Alavés,20,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
427,Mikel Oyarzabal,es ESP,"MF,FW",Real Sociedad,24,1997,22,19,1671,18.6,9,3,12,5,4,5,0,1,0.48,0.16,0.65,0.27,0.43,Matches
428,Fernando Pacheco,es ESP,GK,Alavés,29,1992,34,34,3053,33.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
429,Jon Pacheco,es ESP,DF,Real Sociedad,20,2001,10,4,381,4.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
430,Helibelton Palacios,co COL,DF,Elche,28,1993,26,22,1931,21.5,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
431,Isaac Palazón Camacho,es ESP,MF,Rayo Vallecano,26,1994,34,27,2288,25.4,2,4,6,2,0,0,7,0,0.08,0.16,0.24,0.08,0.24,Matches
432,Daniel Parejo,es ESP,MF,Villarreal,32,1989,33,32,2704,30.0,2,10,12,1,1,1,3,0,0.07,0.33,0.40,0.03,0.37,Matches
433,Raúl Parra,es ESP,DF,Cádiz,21,1999,2,1,88,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
434,Javier Pastore,ar ARG,MF,Elche,32,1989,13,6,525,5.8,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
435,Gabriel Paulista,br BRA,DF,Valencia,30,1990,19,19,1592,17.7,2,1,3,2,0,0,2,0,0.11,0.06,0.17,0.11,0.17,Matches
436,Alfonso Pedraza,es ESP,DF,Villarreal,25,1996,28,19,1701,18.9,4,4,8,4,0,0,2,0,0.21,0.21,0.42,0.21,0.42,Matches
437,Pedri,es ESP,MF,Barcelona,18,2002,12,10,885,9.8,3,1,4,3,0,0,0,0,0.31,0.10,0.41,0.31,0.41,Matches
438,Adrià Pedrosa,es ESP,DF,Espanyol,23,1998,31,31,2720,30.2,1,1,2,1,0,0,8,0,0.03,0.03,0.07,0.03,0.07,Matches
439,Facundo Pellistri,uy URU,"MF,FW",Alavés,19,2001,21,6,672,7.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
440,Rubén Peña,es ESP,MF,Villarreal,30,1991,7,1,132,1.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
441,Alberto Perea,es ESP,MF,Cádiz,30,1990,18,8,777,8.6,0,1,1,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12,Matches
442,Iñigo Pérez,es ESP,MF,Osasuna,33,1988,10,4,338,3.8,1,0,1,1,0,0,0,0,0.27,0.00,0.27,0.27,0.27,Matches
443,Juan Pérez,es ESP,GK,Osasuna,25,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
444,Kike Pérez,es ESP,"MF,FW",Elche,24,1997,12,5,519,5.8,2,0,2,2,0,0,1,0,0.35,0.00,0.35,0.35,0.35,Matches
445,Lucas Pérez,es ESP,FW,Elche,32,1988,18,16,1266,14.1,2,1,3,2,0,0,0,0,0.14,0.07,0.21,0.14,0.21,Matches
446,Lucas Pérez,es ESP,FW,Cádiz,32,1988,15,11,1060,11.8,3,2,5,3,0,0,1,0,0.25,0.17,0.42,0.25,0.42,Matches
447,Njegoš Petrović,rs SRB,MF,Granada,22,1999,15,10,918,10.2,0,1,1,0,0,0,5,0,0.00,0.10,0.10,0.00,0.10,Matches
448,Alex Petxa,es ESP,DF,Athletic Club,24,1997,17,1,412,4.6,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
449,Germán Pezzella,ar ARG,DF,Real Betis,30,1991,23,22,1988,22.1,1,0,1,1,0,0,5,1,0.05,0.00,0.05,0.05,0.05,Matches
450,Pablo Piatti,ar ARG,MF,Elche,32,1989,10,3,312,3.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
451,Cristiano Piccini,it ITA,DF,Valencia,28,1992,6,3,322,3.6,1,0,1,1,0,0,1,0,0.28,0.00,0.28,0.28,0.28,Matches
452,Tomás Pina Isla,es ESP,MF,Alavés,33,1987,29,16,1444,16.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
453,Orbelín Pineda,mx MEX,"FW,MF",Celta Vigo,25,1996,7,0,99,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
454,Yéremy Pino,es ESP,"MF,FW",Villarreal,18,2002,31,21,1678,18.6,6,4,10,6,0,0,2,0,0.32,0.21,0.54,0.32,0.54,Matches
455,Gerard Piqué,es ESP,DF,Barcelona,34,1987,27,25,2092,23.2,1,0,1,1,0,0,10,1,0.04,0.00,0.04,0.04,0.04,Matches
456,Ezequiel Ponce,ar ARG,FW,Elche,24,1997,13,5,667,7.4,1,0,1,1,0,0,1,1,0.13,0.00,0.13,0.13,0.13,Matches
457,Pere Pons,es ESP,MF,Alavés,28,1993,27,17,1366,15.2,1,0,1,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,Matches
458,Portu,es ESP,"MF,FW",Real Sociedad,29,1992,37,17,1590,17.7,1,2,3,0,1,1,5,0,0.06,0.11,0.17,0.00,0.11,Matches
459,Sergio Postigo,es ESP,DF,Levante,32,1988,13,10,848,9.4,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
460,Darío Poveda,es ESP,FW,Getafe,24,1997,15,3,380,4.2,1,0,1,1,0,0,0,0,0.24,0.00,0.24,0.24,0.24,Matches
461,José Pozo,es ESP,"FW,MF",Rayo Vallecano,25,1996,5,0,72,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
462,Abdón Prats,es ESP,FW,Mallorca,28,1992,23,6,641,7.1,3,0,3,3,0,0,3,0,0.42,0.00,0.42,0.42,0.42,Matches
463,Alejandro Primo,es ESP,GK,Levante,17,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
464,Javi Puado,es ESP,"MF,FW",Espanyol,23,1998,30,26,2245,24.9,4,1,5,4,0,0,5,0,0.16,0.04,0.20,0.16,0.20,Matches
465,Marc Pubill,es ESP,"DF,MF",Levante,18,2003,11,5,512,5.7,0,1,1,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18,Matches
466,Antonio Puertas,es ESP,"MF,FW",Granada,29,1992,33,25,2261,25.1,6,1,7,6,0,0,4,0,0.24,0.04,0.28,0.24,0.28,Matches
467,Riqui Puig,es ESP,MF,Barcelona,21,1999,15,2,487,5.4,1,0,1,1,0,0,0,0,0.18,0.00,0.18,0.18,0.18,Matches
468,Yacine Qasmi,ma MAR,FW,Rayo Vallecano,30,1991,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
469,Quini,es ESP,DF,Granada,31,1989,32,27,2304,25.6,0,1,1,0,0,0,11,0,0.00,0.04,0.04,0.00,0.04,Matches
470,Dani Raba,es ESP,"FW,MF",Granada,25,1995,2,0,26,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
471,Dani Raba,es ESP,"FW,MF",Villarreal,25,1995,7,0,89,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
472,Uroš Račić,rs SRB,MF,Valencia,23,1998,28,13,1206,13.4,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
473,Nemanja Radoja,rs SRB,MF,Levante,28,1993,19,17,1214,13.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
474,Rafinha,br BRA,"MF,FW",Real Sociedad,28,1993,17,13,1050,11.7,1,0,1,1,0,0,3,0,0.09,0.00,0.09,0.09,0.09,Matches
475,Antonio Raillo,es ESP,DF,Mallorca,29,1991,17,17,1530,17.0,2,0,2,2,0,0,8,0,0.12,0.00,0.12,0.12,0.12,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
476,Ivan Rakitić,hr CRO,MF,Sevilla,33,1988,35,26,2182,24.2,4,6,10,3,1,2,5,0,0.16,0.25,0.41,0.12,0.37,Matches
477,Jonás Ramalho,es ESP,DF,Osasuna,28,1993,3,3,243,2.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
478,Sandro Ramírez,es ESP,FW,Getafe,26,1995,29,19,1462,16.2,3,0,3,3,0,0,7,0,0.18,0.00,0.18,0.18,0.18,Matches
479,Raúl,es ESP,FW,Real Betis,20,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
480,Lluís Recasens,es ESP,DF,Espanyol,19,2002,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
481,Manolo Reina,es ESP,GK,Mallorca,36,1985,21,21,1890,21.0,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches
482,Karim Rekik,nl NED,DF,Sevilla,26,1994,18,11,1098,12.2,0,2,2,0,0,0,2,0,0.00,0.16,0.16,0.00,0.16,Matches
483,Álex Remiro,es ESP,GK,Real Sociedad,26,1995,35,35,3150,35.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
484,Nico Ribaudo,es ESP,"MF,FW",Espanyol,20,2001,31,7,1116,12.4,2,0,2,2,0,0,5,1,0.16,0.00,0.16,0.16,0.16,Matches
485,Diego Rico,es ESP,DF,Real Sociedad,28,1993,21,19,1644,18.3,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
486,Sergio Rico,es ESP,GK,Mallorca,27,1993,14,14,1260,14.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
487,Luis Rioja,es ESP,"MF,FW",Alavés,27,1993,37,36,3111,34.6,1,3,4,1,0,0,3,0,0.03,0.09,0.12,0.03,0.12,Matches
