Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
199,David García,es ESP,DF,Osasuna,28,1994,29.8,2,15,3,20.0,0.50,0.10,0.13,0.67,0,0,Matches
200,Eric García,es ESP,"DF,MF",Barcelona,21,2001,15.7,1,7,1,14.3,0.44,0.06,0.14,1.00,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
201,Fran Garcia,es ESP,DF,Rayo Vallecano,22,1999,37.9,2,30,11,36.7,0.79,0.29,0.07,0.18,0,0,Matches
202,Joan García,es ESP,GK,Espanyol,21,2001,1.0,0,0,0,,0.00,0.00,,,0,0,Matches
203,Raúl García,es ESP,"MF,FW",Athletic Club,36,1986,10.7,2,51,14,27.5,4.75,1.30,0.04,0.14,0,0,Matches
204,Rubén García,es ESP,"MF,FW",Osasuna,29,1993,12.9,2,20,4,20.0,1.55,0.31,0.10,0.50,0,0,Matches
205,Unai García,es ESP,DF,Osasuna,30,1992,19.0,0,5,2,40.0,0.26,0.11,0.00,0.00,0,0,Matches
206,Felix Garreta,es ESP,DF,Real Betis,18,2004,1.0,0,0,0,,0.00,0.00,,,0,0,Matches
207,Aleix Garrido,es ESP,MF,Barcelona,18,2004,0.1,0,0,0,,0.00,0.00,,,0,0,Matches
208,Sékou Gassama,sn SEN,FW,Valladolid,27,1995,0.4,0,2,0,0.0,5.00,0.00,0.00,,0,0,Matches
209,Gavi,es ESP,"MF,FW",Barcelona,17,2004,28.1,2,28,8,28.6,1.00,0.28,0.07,0.25,0,0,Matches
210,Paulo Gazzaniga,ar ARG,GK,Girona,30,1992,28.0,0,0,0,,0.00,0.00,,,0,0,Matches
211,Bryan Gil,es ESP,MF,Sevilla,21,2001,10.2,2,17,4,23.5,1.67,0.39,0.12,0.50,0,0,Matches
212,David Gil,es ESP,GK,Cádiz,28,1994,4.0,0,0,0,,0.00,0.00,,,0,0,Matches
213,Óscar Gil,es ESP,DF,Espanyol,25,1997,28.4,0,12,2,16.7,0.42,0.07,0.00,0.00,0,0,Matches
214,Álvaro Giménez,es ESP,"FW,MF",Cádiz,31,1991,0.2,0,0,0,,0.00,0.00,,,0,0,Matches
215,Dani Gómez,es ESP,FW,Espanyol,24,1998,1.0,0,0,0,,0.00,0.00,,,0,0,Matches
216,Maxi Gómez,uy URU,FW,Valencia,25,1996,1.2,0,3,0,0.0,2.50,0.00,0.00,,0,0,Matches
217,Moi Gómez,es ESP,MF,Osasuna,28,1994,27.3,3,19,9,47.4,0.70,0.33,0.16,0.33,0,0,Matches
218,Papu Gómez,ar ARG,MF,Sevilla,34,1988,11.8,1,20,6,30.0,1.69,0.51,0.05,0.17,0,0,Matches
219,Sergi Gómez,es ESP,DF,Espanyol,30,1992,26.0,0,8,3,37.5,0.31,0.12,0.00,0.00,0,0,Matches
220,Antonio Gomis,es ESP,GK,Atlético Madrid,19,2003,0.1,0,0,0,,0.00,0.00,,,0,0,Matches
221,Diego González,es ESP,DF,Elche,27,1995,10.6,0,6,0,0.0,0.56,0.00,0.00,,0,0,Matches
222,Édgar González,es ESP,DF,Real Betis,25,1997,19.7,0,9,3,33.3,0.46,0.15,0.00,0.00,0,0,Matches
223,Giovanni González,uy URU,"DF,MF",Mallorca,27,1994,10.3,0,4,0,0.0,0.39,0.00,0.00,,0,0,Matches
224,Nicolás González,es ESP,MF,Valencia,20,2002,15.6,1,14,3,21.4,0.90,0.19,0.07,0.33,0,0,Matches
225,Roberto González,es ESP,MF,Real Betis,21,2001,0.6,0,0,0,,0.00,0.00,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
226,Andoni Gorosabel,es ESP,DF,Real Sociedad,25,1996,19.0,0,14,1,7.1,0.74,0.05,0.00,0.00,0,0,Matches
227,José Gragera,es ESP,"MF,DF",Espanyol,21,2000,5.1,1,4,1,25.0,0.78,0.20,0.25,1.00,0,0,Matches
228,Ivo Grbić,hr CRO,GK,Atlético Madrid,26,1996,10.2,0,0,0,,0.00,0.00,,,0,0,Matches
229,Dominik Greif,sk SVK,GK,Mallorca,25,1997,1.0,0,0,0,,0.00,0.00,,,0,0,Matches
230,Clément Grenier,fr FRA,MF,Mallorca,31,1991,8.0,0,3,2,66.7,0.38,0.25,0.00,0.00,0,0,Matches
231,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,31,1991,31.8,15,111,45,40.5,3.49,1.42,0.14,0.33,0,0,Matches
232,Andrés Guardado,mx MEX,MF,Real Betis,35,1986,15.3,1,8,3,37.5,0.52,0.20,0.13,0.33,0,0,Matches
233,Sergi Guardiola,es ESP,FW,Cádiz,31,1991,12.9,3,27,14,51.9,2.09,1.08,0.11,0.21,0,0,Matches
234,Sergi Guardiola,es ESP,FW,Valladolid,31,1991,5.6,0,11,3,27.3,1.97,0.54,0.00,0.00,0,0,Matches
235,Nemanja Gudelj,rs SRB,"DF,MF",Sevilla,30,1991,30.9,3,33,7,21.2,1.07,0.23,0.09,0.43,0,0,Matches
236,Javier Guerra,es ESP,MF,Valencia,19,2003,6.7,1,15,6,40.0,2.23,0.89,0.07,0.17,0,0,Matches
237,Ander Guevara,es ESP,MF,Real Sociedad,25,1997,2.5,0,1,0,0.0,0.41,0.00,0.00,,0,0,Matches
238,Pape Gueye,sn SEN,MF,Sevilla,23,1999,13.0,1,20,5,25.0,1.54,0.38,0.05,0.20,0,0,Matches
239,Hugo Guillamón,es ESP,MF,Valencia,22,2000,18.1,1,4,2,50.0,0.22,0.11,0.00,0.00,1,1,Matches
240,Gerard Gumbau,es ESP,MF,Elche,27,1994,30.4,1,47,18,38.3,1.55,0.59,0.02,0.06,0,0,Matches
241,Gorka Guruzeta,es ESP,FW,Athletic Club,25,1996,15.8,6,50,19,38.0,3.17,1.20,0.12,0.32,0,0,Matches
242,Raúl Guti,es ESP,MF,Elche,25,1996,12.4,0,20,8,40.0,1.61,0.64,0.00,0.00,0,0,Matches
243,Miguel Gutiérrez,es ESP,"DF,MF",Girona,21,2001,26.6,2,17,4,23.5,0.64,0.15,0.12,0.50,0,0,Matches
244,Munir El Haddadi,ma MAR,"MF,FW",Getafe,26,1995,12.8,3,32,10,31.3,2.50,0.78,0.09,0.30,0,0,Matches
245,Dennis Hadžikadunić,ba BIH,DF,Mallorca,24,1998,6.8,0,5,1,20.0,0.73,0.15,0.00,0.00,0,0,Matches
246,Haissem Hassan,eg EGY,MF,Villarreal,20,2002,0.6,0,0,0,,0.00,0.00,,,0,0,Matches
247,Eden Hazard,be BEL,FW,Real Madrid,31,1991,2.2,0,3,1,33.3,1.38,0.46,0.00,0.00,0,1,Matches
248,Luiz Henrique,br BRA,MF,Real Betis,21,2001,20.1,1,42,17,40.5,2.09,0.85,0.02,0.06,0,0,Matches
249,Mario Hermoso,es ESP,DF,Atlético Madrid,27,1995,23.4,3,15,5,33.3,0.64,0.21,0.20,0.60,0,0,Matches
250,Aridane Hernández,es ESP,DF,Osasuna,33,1989,19.9,0,5,1,20.0,0.25,0.05,0.00,0.00,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
251,Javi Hernández,es ESP,DF,Girona,24,1998,12.4,1,16,6,37.5,1.29,0.48,0.06,0.17,0,0,Matches
252,Luis Hernández,es ESP,DF,Cádiz,33,1989,35.0,0,7,1,14.3,0.20,0.03,0.00,0.00,0,0,Matches
253,Mario Hernández,es ESP,DF,Rayo Vallecano,23,1999,1.1,0,2,0,0.0,1.75,0.00,0.00,,0,0,Matches
254,Jorge Herrando,es ESP,DF,Osasuna,21,2001,0.3,0,0,0,,0.00,0.00,,,0,0,Matches
255,Ander Herrera,es ESP,MF,Athletic Club,32,1989,7.7,0,10,1,10.0,1.29,0.13,0.00,0.00,0,0,Matches
256,Sergio Herrera,es ESP,GK,Osasuna,29,1993,17.0,0,0,0,,0.00,0.00,,,0,0,Matches
257,Yangel Herrera,ve VEN,MF,Girona,24,1998,10.7,2,24,8,33.3,2.24,0.75,0.08,0.25,0,0,Matches
258,Omar El Hilali,ma MAR,DF,Espanyol,18,2003,1.0,0,0,0,,0.00,0.00,,,0,0,Matches
259,Martin Hongla,cm CMR,"DF,MF",Valladolid,24,1998,14.5,0,1,0,0.0,0.07,0.00,0.00,,0,0,Matches
260,Pablo Ibáñez,es ESP,MF,Osasuna,23,1998,11.8,0,20,6,30.0,1.69,0.51,0.00,0.00,0,0,Matches
261,Iglesias,es ESP,DF,Getafe,24,1998,23.8,1,21,8,38.1,0.88,0.34,0.05,0.13,0,0,Matches
262,Borja Iglesias,es ESP,FW,Real Betis,29,1993,26.3,15,61,28,45.9,2.32,1.07,0.16,0.36,5,6,Matches
263,Asier Illarramendi,es ESP,MF,Real Sociedad,32,1990,12.0,1,12,3,25.0,1.00,0.25,0.08,0.33,0,0,Matches
264,Alexander Isak,se SWE,FW,Real Sociedad,22,1999,1.7,1,3,1,33.3,1.78,0.59,0.33,1.00,0,0,Matches
265,Isco,es ESP,"MF,FW",Sevilla,30,1992,8.9,0,4,1,25.0,0.45,0.11,0.00,0.00,0,0,Matches
266,Diego Iturralde,es ESP,DF,Sevilla,19,2003,0.5,0,0,0,,0.00,0.00,,,0,0,Matches
267,Nicolas Jackson,sn SEN,FW,Villarreal,21,2001,17.8,12,41,23,56.1,2.31,1.30,0.29,0.52,0,0,Matches
268,Adnan Januzaj,be BEL,MF,Sevilla,27,1995,0.5,0,0,0,,0.00,0.00,,,0,0,Matches
269,Joaquín,es ESP,MF,Real Betis,41,1981,5.5,0,8,3,37.5,1.45,0.54,0.00,0.00,0,0,Matches
270,Frenkie de Jong,nl NED,MF,Barcelona,25,1997,28.2,2,18,11,61.1,0.64,0.39,0.11,0.18,0,0,Matches
271,Joan Jordán,es ESP,MF,Sevilla,28,1994,17.7,0,13,3,23.1,0.73,0.17,0.00,0.00,0,0,Matches
272,Josan,es ESP,"DF,MF",Elche,32,1989,12.0,1,6,3,50.0,0.50,0.25,0.17,0.33,0,0,Matches
273,Willian José,br BRA,FW,Real Betis,30,1991,8.1,2,21,7,33.3,2.59,0.86,0.05,0.14,1,1,Matches
274,Joselu,es ESP,FW,Espanyol,32,1990,33.2,16,92,38,41.3,2.77,1.14,0.12,0.29,5,5,Matches
275,Juanmi,es ESP,MF,Real Betis,29,1993,10.3,4,18,8,44.4,1.75,0.78,0.22,0.50,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
276,Juanpe,es ESP,DF,Girona,31,1991,15.8,1,5,1,20.0,0.32,0.06,0.20,1.00,0,0,Matches
277,Lago Junior,ci CIV,"FW,MF",Mallorca,31,1990,0.6,0,2,1,50.0,3.46,1.73,0.00,0.00,0,0,Matches
278,Vinicius Júnior,br BRA,FW,Real Madrid,22,2000,31.4,10,77,36,46.8,2.45,1.15,0.13,0.28,0,0,Matches
279,Filip Jørgensen,dk DEN,GK,Villarreal,20,2002,2.0,0,0,0,,0.00,0.00,,,0,0,Matches
280,Tino Kadewere,zw ZIM,"FW,MF",Mallorca,26,1996,6.0,1,19,6,31.6,3.15,1.00,0.05,0.17,0,0,Matches
281,Kaiky,br BRA,DF,Almería,18,2004,6.5,0,1,0,0.0,0.15,0.00,0.00,,0,0,Matches
282,Lee Kang-in,kr KOR,"MF,FW",Mallorca,21,2001,31.4,6,46,14,30.4,1.47,0.45,0.13,0.43,0,0,Matches
283,Jon Karrikaburu,es ESP,FW,Real Sociedad,19,2002,1.0,0,5,1,20.0,4.84,0.97,0.00,0.00,0,0,Matches
284,Kenedy,br BRA,FW,Valladolid,26,1996,3.1,0,6,3,50.0,1.96,0.98,0.00,0.00,0,0,Matches
285,Franck Kessié,ci CIV,MF,Barcelona,25,1996,11.0,1,15,3,20.0,1.36,0.27,0.07,0.33,0,0,Matches
286,Kiké,es ESP,FW,Osasuna,32,1989,11.3,2,42,12,28.6,3.70,1.06,0.02,0.08,1,1,Matches
287,Justin Kluivert,nl NED,"FW,MF",Valencia,23,1999,16.1,6,44,17,38.6,2.74,1.06,0.11,0.29,1,1,Matches
288,Koke,es ESP,MF,Atlético Madrid,30,1992,28.3,0,16,1,6.3,0.57,0.04,0.00,0.00,0,0,Matches
289,Luca Koleosho,it ITA,MF,Espanyol,17,2004,0.7,1,1,1,100.0,1.53,1.53,1.00,1.00,0,0,Matches
290,Geoffrey Kondogbia,cf CTA,MF,Atlético Madrid,29,1993,11.2,0,11,0,0.0,0.98,0.00,0.00,,0,0,Matches
291,Jules Koundé,fr FRA,DF,Barcelona,23,1998,27.0,1,14,2,14.3,0.52,0.07,0.07,0.50,0,0,Matches
292,Toni Kroos,de GER,MF,Real Madrid,32,1990,23.9,2,31,11,35.5,1.29,0.46,0.06,0.18,0,0,Matches
293,Takefusa Kubo,jp JPN,"FW,MF",Real Sociedad,21,2001,27.1,9,72,30,41.7,2.66,1.11,0.13,0.30,0,0,Matches
294,César de la Hoz,es ESP,MF,Almería,30,1992,18.6,1,7,1,14.3,0.38,0.05,0.14,1.00,0,0,Matches
295,Luca de la Torre,us USA,MF,Celta Vigo,24,1998,16.5,0,17,3,17.6,1.03,0.18,0.00,0.00,0,0,Matches
296,Érik Lamela,ar ARG,"MF,FW",Sevilla,30,1992,20.5,6,44,23,52.3,2.15,1.12,0.14,0.26,0,0,Matches
297,Cyle Larin,ca CAN,FW,Valladolid,27,1995,16.3,8,51,19,37.3,3.12,1.16,0.12,0.32,2,2,Matches
298,Juanmi Latasa,es ESP,FW,Getafe,21,2001,5.0,1,15,4,26.7,3.01,0.80,0.07,0.25,0,0,Matches
299,Toni Lato,es ESP,"DF,MF",Valencia,24,1997,10.2,1,9,1,11.1,0.89,0.10,0.11,1.00,0,0,Matches
300,Lázaro,br BRA,"FW,MF",Almería,20,2002,8.0,6,25,12,48.0,3.14,1.51,0.24,0.50,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
301,Robin Le Normand,es ESP,DF,Real Sociedad,25,1996,31.1,0,11,2,18.2,0.35,0.06,0.00,0.00,0,0,Matches
302,Benjamin Lecomte,fr FRA,GK,Espanyol,31,1991,10.0,0,0,0,,0.00,0.00,,,0,0,Matches
303,Jeremías Ledesma,ar ARG,GK,Cádiz,29,1993,34.0,0,1,0,0.0,0.03,0.00,0.00,,0,0,Matches
304,Florian Lejeune,fr FRA,DF,Rayo Vallecano,31,1991,28.5,4,41,14,34.1,1.44,0.49,0.10,0.29,0,0,Matches
305,Iñigo Lekue,es ESP,DF,Athletic Club,29,1993,14.7,0,9,1,11.1,0.61,0.07,0.00,0.00,0,0,Matches
306,Thomas Lemar,fr FRA,MF,Atlético Madrid,26,1995,13.9,1,13,6,46.2,0.93,0.43,0.08,0.17,0,0,Matches
307,Sergio León,es ESP,FW,Valladolid,33,1989,14.8,6,28,17,60.7,1.89,1.15,0.18,0.29,1,2,Matches
308,Robert Lewandowski,pl POL,FW,Barcelona,33,1988,31.6,23,135,58,43.0,4.27,1.83,0.17,0.40,0,1,Matches
309,Samuel Lino,br BRA,"FW,MF",Valencia,22,1999,32.1,6,96,33,34.4,2.99,1.03,0.06,0.18,0,0,Matches
310,Pol Lirola,es ESP,DF,Elche,24,1997,7.0,1,1,1,100.0,0.14,0.14,1.00,1.00,0,0,Matches
311,Javier Llabrés,es ESP,MF,Mallorca,19,2002,0.2,0,0,0,,0.00,0.00,,,0,0,Matches
312,Marcos Llorente,es ESP,MF,Atlético Madrid,27,1995,18.9,1,24,9,37.5,1.27,0.48,0.04,0.11,0,0,Matches
313,Giovani Lo Celso,ar ARG,"MF,FW",Villarreal,26,1996,12.5,2,30,7,23.3,2.40,0.56,0.07,0.29,0,0,Matches
314,David López,es ESP,"DF,MF",Girona,32,1989,18.4,3,11,8,72.7,0.60,0.44,0.27,0.38,0,0,Matches
315,Diego López,es ESP,GK,Rayo Vallecano,40,1981,1.1,0,0,0,,0.00,0.00,,,0,0,Matches
316,Diego López,es ESP,MF,Valencia,20,2002,5.0,3,12,8,66.7,2.42,1.61,0.25,0.38,0,0,Matches
317,Unai López,es ESP,MF,Rayo Vallecano,26,1995,13.9,1,26,10,38.5,1.87,0.72,0.04,0.10,0,0,Matches
318,Anthony Lozano,hn HON,FW,Cádiz,29,1993,16.0,1,30,8,26.7,1.87,0.50,0.03,0.13,0,0,Matches
319,Pol Lozano,es ESP,MF,Espanyol,22,1999,0.2,0,0,0,,0.00,0.00,,,0,0,Matches
320,José Luis Gayà,es ESP,DF,Valencia,27,1995,30.1,1,23,9,39.1,0.76,0.30,0.04,0.11,0,1,Matches
321,José Luis Morales,es ESP,FW,Villarreal,35,1987,13.5,7,41,21,51.2,3.05,1.56,0.17,0.33,0,0,Matches
322,Andriy Lunin,ua UKR,GK,Real Madrid,23,1999,7.0,0,0,0,,0.00,0.00,,,0,0,Matches
323,Awer Mabil,au AUS,MF,Cádiz,26,1995,1.8,0,3,1,33.3,1.64,0.55,0.00,0.00,0,0,Matches
324,Darwin Machís,ve VEN,"MF,FW",Valladolid,29,1993,6.7,0,19,7,36.8,2.85,1.05,0.00,0.00,0,0,Matches
325,Pablo Maffeo,es ESP,DF,Mallorca,25,1997,33.1,2,21,5,23.8,0.64,0.15,0.10,0.40,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
326,Lisandro Magallán,ar ARG,DF,Elche,28,1993,10.0,0,6,2,33.3,0.60,0.20,0.00,0.00,0,0,Matches
327,Jon Magunazelaia,es ESP,MF,Real Sociedad,21,2001,0.7,0,1,1,100.0,1.38,1.38,0.00,0.00,0,0,Matches
328,Nemanja Maksimović,rs SRB,MF,Getafe,27,1995,22.8,0,18,7,38.9,0.79,0.31,0.00,0.00,0,0,Matches
329,Hugo Mallo,es ESP,DF,Celta Vigo,31,1991,24.0,0,19,7,36.8,0.79,0.29,0.00,0.00,0,0,Matches
330,Mickael Malsa,mq MTQ,MF,Valladolid,26,1995,0.8,0,0,0,,0.00,0.00,,,0,0,Matches
331,Giorgi Mamardashvili,ge GEO,GK,Valencia,21,2000,38.0,0,0,0,,0.00,0.00,,,0,0,Matches
332,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,28,1994,20.6,0,6,1,16.7,0.29,0.05,0.00,0.00,0,0,Matches
333,Aïssa Mandi,dz ALG,DF,Villarreal,30,1991,16.2,0,2,2,100.0,0.12,0.12,0.00,0.00,0,0,Matches
334,Marcão,br BRA,DF,Sevilla,26,1996,4.2,0,0,0,,0.00,0.00,,,0,0,Matches
335,Agustín Marchesín,ar ARG,GK,Celta Vigo,34,1988,19.0,0,0,0,,0.00,0.00,,,0,0,Matches
336,Óscar de Marcos,es ESP,DF,Athletic Club,33,1989,31.3,1,4,2,50.0,0.13,0.06,0.25,0.50,0,0,Matches
337,Alberto Marí,es ESP,FW,Valencia,21,2001,1.0,1,2,1,50.0,2.09,1.05,0.50,1.00,0,0,Matches
338,José Mari,es ESP,MF,Cádiz,34,1987,4.4,0,5,2,40.0,1.13,0.45,0.00,0.00,0,0,Matches
339,José María Giménez,uy URU,DF,Atlético Madrid,27,1995,26.9,2,22,8,36.4,0.82,0.30,0.09,0.25,0,0,Matches
340,Mariano,do DOM,FW,Real Madrid,28,1993,1.7,0,5,0,0.0,2.87,0.00,0.00,,0,0,Matches
341,Pablo Marín,es ESP,MF,Real Sociedad,19,2003,4.0,0,9,4,44.4,2.25,1.00,0.00,0.00,0,0,Matches
342,Diego Mariño,es ESP,GK,Almería,32,1990,0.5,0,0,0,,0.00,0.00,,,0,0,Matches
343,Roger Martí,es ESP,"FW,MF",Elche,31,1991,7.3,0,6,2,33.3,0.82,0.27,0.00,0.00,0,0,Matches
344,Roger Martí,es ESP,FW,Cádiz,31,1991,7.1,1,15,3,20.0,2.11,0.42,0.07,0.33,0,0,Matches
345,Ander Martin,es ESP,MF,Real Sociedad,21,2000,0.5,0,0,0,,0.00,0.00,,,0,0,Matches
346,Andrés Martín,es ESP,MF,Rayo Vallecano,23,1999,2.3,0,4,3,75.0,1.76,1.32,0.00,0.00,0,0,Matches
347,Carlos Martín,es ESP,"FW,MF",Atlético Madrid,20,2002,0.3,0,1,1,100.0,3.21,3.21,0.00,0.00,0,0,Matches
348,Iván Martín,es ESP,MF,Girona,23,1999,17.6,3,18,8,44.4,1.02,0.45,0.17,0.38,0,0,Matches
349,Arnau Martinez,es ESP,DF,Girona,19,2003,30.4,3,20,3,15.0,0.66,0.10,0.15,1.00,0,0,Matches
350,Iñigo Martínez,es ESP,DF,Athletic Club,31,1991,14.9,1,10,2,20.0,0.67,0.13,0.10,0.50,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
351,Roger Martínez,es ESP,MF,Espanyol,18,2004,0.1,0,1,0,0.0,12.86,0.00,0.00,,0,0,Matches
352,Omar Mascarell,gq EQG,"MF,DF",Elche,29,1993,27.2,0,9,3,33.3,0.33,0.11,0.00,0.00,0,0,Matches
353,Jordi Masip,es ESP,GK,Valladolid,33,1989,27.9,0,0,0,,0.00,0.00,,,0,0,Matches
354,Jaime Mata,es ESP,"FW,MF",Getafe,33,1988,4.9,1,14,5,35.7,2.88,1.03,0.07,0.20,0,0,Matches
355,Borja Mayoral,es ESP,FW,Getafe,25,1997,30.7,8,51,21,41.2,1.66,0.69,0.16,0.38,0,2,Matches
356,Mamadou Mbaye,sn SEN,DF,Cádiz,24,1998,8.4,0,1,0,0.0,0.12,0.00,0.00,,0,0,Matches
357,Fernando Medrano,es ESP,DF,Celta Vigo,22,2000,0.1,0,0,0,,0.00,0.00,,,0,0,Matches
358,Gonzalo Melero,es ESP,MF,Almería,28,1994,20.6,4,24,11,45.8,1.16,0.53,0.13,0.27,1,1,Matches
359,Memphis,nl NED,FW,Atlético Madrid,28,1994,3.0,4,11,5,45.5,3.67,1.67,0.36,0.80,0,0,Matches
360,Memphis,nl NED,FW,Barcelona,28,1994,1.3,1,6,3,50.0,4.74,2.37,0.17,0.33,0,0,Matches
361,Houboulang Mendes,gw GNB,DF,Almería,24,1998,9.8,0,1,0,0.0,0.10,0.00,0.00,,0,0,Matches
362,Brais Méndez,es ESP,MF,Real Sociedad,25,1997,26.7,8,60,22,36.7,2.24,0.82,0.13,0.36,0,0,Matches
363,Diego Méndez,es ESP,MF,Rayo Vallecano,18,2003,0.0,0,0,0,,0.00,0.00,,,0,0,Matches
364,Ferland Mendy,fr FRA,DF,Real Madrid,27,1995,15.0,0,1,0,0.0,0.07,0.00,0.00,,0,0,Matches
365,Jorge Meré,es ESP,DF,Cádiz,25,1997,6.7,0,4,1,25.0,0.60,0.15,0.00,0.00,0,0,Matches
366,Mikel Merino,es ESP,MF,Real Sociedad,26,1996,27.7,2,42,17,40.5,1.52,0.61,0.05,0.12,0,1,Matches
367,Roque Mesa,es ESP,MF,Valladolid,33,1989,18.0,2,26,10,38.5,1.45,0.56,0.08,0.20,0,0,Matches
368,Éder Militão,br BRA,DF,Real Madrid,24,1998,30.0,5,22,9,40.9,0.73,0.30,0.23,0.56,0,0,Matches
369,Luis Milla,es ESP,MF,Getafe,27,1994,20.6,0,8,1,12.5,0.39,0.05,0.00,0.00,0,0,Matches
370,Pere Milla,es ESP,"FW,MF",Elche,29,1992,20.5,6,36,11,30.6,1.76,0.54,0.08,0.27,3,3,Matches
371,Marko Milovanović,rs SRB,FW,Almería,18,2003,0.2,0,1,0,0.0,6.00,0.00,0.00,,0,0,Matches
372,Óscar Mingueza,es ESP,DF,Celta Vigo,23,1999,14.3,0,5,0,0.0,0.35,0.00,0.00,,0,0,Matches
373,Rafa Mir,es ESP,FW,Sevilla,25,1997,14.4,6,48,14,29.2,3.33,0.97,0.13,0.43,0,0,Matches
374,Juan Miranda,es ESP,DF,Real Betis,22,2000,16.4,3,21,8,38.1,1.28,0.49,0.14,0.38,0,0,Matches
375,Stefan Mitrović,rs SRB,DF,Getafe,32,1990,18.7,0,1,0,0.0,0.05,0.00,0.00,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
376,Luka Modrić,hr CRO,MF,Real Madrid,36,1985,19.4,4,30,6,20.0,1.55,0.31,0.10,0.50,1,1,Matches
377,Johan Mojica,co COL,DF,Villarreal,29,1992,7.1,0,2,1,50.0,0.28,0.14,0.00,0.00,0,0,Matches
378,Johan Mojica,co COL,"DF,MF",Elche,29,1992,3.0,0,3,0,0.0,1.00,0.00,0.00,,0,0,Matches
379,Nahuel Molina,ar ARG,DF,Atlético Madrid,24,1998,31.9,4,21,6,28.6,0.66,0.19,0.19,0.67,0,0,Matches
380,Jon Moncayola,es ESP,"MF,DF",Osasuna,24,1998,27.2,1,36,9,25.0,1.32,0.33,0.03,0.11,0,0,Matches
381,Monchu,es ESP,MF,Valladolid,22,1999,22.6,3,39,11,28.2,1.73,0.49,0.08,0.27,0,0,Matches
382,César Montes,mx MEX,DF,Espanyol,25,1997,17.7,3,13,6,46.2,0.74,0.34,0.23,0.50,0,0,Matches
383,Gonzalo Montiel,ar ARG,DF,Sevilla,25,1997,16.9,0,8,1,12.5,0.47,0.06,0.00,0.00,0,0,Matches
384,Martín Montoya,es ESP,DF,Real Betis,31,1991,5.0,0,1,0,0.0,0.20,0.00,0.00,,0,0,Matches
385,Álvaro Morata,es ESP,FW,Atlético Madrid,29,1992,21.1,13,71,33,46.5,3.36,1.56,0.18,0.39,0,0,Matches
386,Jon Morcillo,es ESP,MF,Athletic Club,23,1998,0.8,0,1,0,0.0,1.18,0.00,0.00,,0,0,Matches
387,Alberto Moreno,es ESP,DF,Villarreal,30,1992,14.4,0,15,3,20.0,1.04,0.21,0.00,0.00,0,0,Matches
388,Álex Moreno,es ESP,DF,Real Betis,29,1993,15.0,0,12,3,25.0,0.80,0.20,0.00,0.00,0,0,Matches
389,Diego Moreno,es ESP,DF,Osasuna,21,2001,7.1,0,5,1,20.0,0.71,0.14,0.00,0.00,0,0,Matches
390,Gerard Moreno,es ESP,FW,Villarreal,30,1992,13.7,7,43,22,51.2,3.15,1.61,0.14,0.27,1,2,Matches
391,Tete Morente,es ESP,"MF,FW",Elche,25,1996,23.0,4,46,14,30.4,2.00,0.61,0.09,0.29,0,0,Matches
392,Ilaix Moriba,gn GUI,MF,Valencia,19,2003,11.2,0,21,5,23.8,1.87,0.45,0.00,0.00,0,0,Matches
393,Manu Morlanes,es ESP,MF,Villarreal,23,1999,1.8,0,0,0,,0.00,0.00,,,0,0,Matches
394,Manu Morlanes,es ESP,MF,Mallorca,23,1999,7.8,1,7,2,28.6,0.89,0.25,0.14,0.50,0,0,Matches
395,Loren Morón,es ESP,FW,Real Betis,28,1993,0.2,0,0,0,,0.00,0.00,,,0,0,Matches
396,Cristhian Mosquera,es ESP,DF,Valencia,18,2004,1.6,0,2,0,0.0,1.24,0.00,0.00,,0,0,Matches
397,Abdul Mumin,gh GHA,DF,Rayo Vallecano,24,1998,10.2,0,6,1,16.7,0.59,0.10,0.00,0.00,0,0,Matches
